option,departure_time,total_duration,segment,mode,route,segment_duration,wait
1,08:09:44,149.7,1,WALK,"",0.5,0
1,08:09:44,149.7,2,RAIL,RI,42,17.8
1,08:09:44,149.7,3,WALK,"",2,0
1,08:09:44,149.7,4,SUBWAY,Blue,1,2.6
1,08:09:44,149.7,5,WALK,"",11.1,0
1,08:09:44,149.7,6,RAIL,UP-N,67,5.8
1,08:09:44,149.7,7,WALK,"",0,0
