option,departure_time,total_duration,segment,mode,route,segment_duration,wait
1,08:09:44,100.5,1,WALK,"",0.4,0
1,08:09:44,100.5,2,RAIL,X5,20,12.9
1,08:09:44,100.5,3,WALK,"",2,0
1,08:09:44,100.5,4,BUS,330,42,9
1,08:09:44,100.5,5,WALK,"",2.6,0
1,08:09:44,100.5,6,SUBWAY,Blue,6,5.5
1,08:09:44,100.5,7,WALK,"",0.1,0
