option,departure_time,total_duration,segment,mode,route,segment_duration,wait
1,08:09:44,181.6,1,WALK,"",12.1,0
1,08:09:44,181.6,2,BUS,313,27,31.2
1,08:09:44,181.6,3,WALK,"",5.1,0
1,08:09:44,181.6,4,SUBWAY,G,34.5,5.1
1,08:09:44,181.6,5,WALK,"",11.8,0
1,08:09:44,181.6,6,RAIL,RI,34,9
1,08:09:44,181.6,7,WALK,"",11.7,0
