option,departure_time,total_duration,segment,mode,route,segment_duration,wait
1,08:09:44,85.9,1,WALK,"",0.1,0
1,08:09:44,85.9,2,RAIL,RI,26,9.2
1,08:09:44,85.9,3,WALK,"",2,0
1,08:09:44,85.9,4,SUBWAY,Blue,47.5,1.1
1,08:09:44,85.9,5,WALK,"",0.1,0
