to_id,from_id,min_today,min_future,saved,from_name,to_name,from_geo,to_geo
crosstownerstation-103rd-rosemoor,crosstownerstation-111th-pullman,15,11,4,111th (Pullman),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-119th-rlx,36,25,11,119th (RLX),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-119th-street,45,43,2,119th,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-123rd-street,52,49,3,123rd,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-130th-indiana,35,26,9,130th/Indiana,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-18th-soldier-field,43,37,6,18th (Soldier Field),103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-27th-street,41,34,7,27th,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-35th-street-lou-jones,42,42,0,"35th (""""Lou"""" Jones)",103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-47th-kenwood,37,28,9,47th (Kenwood),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-51st-53rd-hyde-park,26,25,1,51st/53rd,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-55th-56th-57th,24,23,1,55th-56th-57th,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-59th-perry,45,44,1,59th/Perry,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-59th-university-of-chicago,22,21,1,59th (University of Chicago),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-63rd-street,21,20,1,63rd,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-67th,37,24,13,67th,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-75th-grand-crossing,29,19,10,75th (Grand Crossing),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-79th-auburn-park,40,40,0,79th (Auburn Park),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-79th-chatham,20,16,4,79th (Chatham),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-79th-cheltenham,44,37,7,79th (Cheltenham),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-83rd-avalon-park,26,17,9,83rd (Avalon Park),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-83rd-street,46,43,3,83rd,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-87th-street,44,38,6,87th,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-87th-woodruff,18,12,6,87th (Woodruff),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-91st-street-60,19,14,5,91st (Chesterfield),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-93rd-south-chicago,38,38,0,93rd/South Chicago,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-addison-lincoln,76,64,12,Addison/Lincoln,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-arlington-heights,139,93,46,Arlington Heights,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-arlington-park,143,96,47,Arlington Park,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-ashland-ogden,73,61,12,Ashland-Ogden,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-bellwood,101,91,10,Bellwood,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-belmont-kedzie,80,65,15,Belmont/Kedzie,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-berkeley,154,94,60,Berkeley,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-berwyn-harlem-ave,102,76,26,Berwyn - Harlem Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-berwyn-oak-park-ave,99,74,25,Berwyn - Oak Park Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-blue-island,57,38,19,Blue Island,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-braeside,136,99,37,Braeside,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-brainerd,46,44,2,Brainerd,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-burr-oak,61,36,25,Burr Oak,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-central-ave-hanson-park,98,76,22,Central Ave (Hanson Park),103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-chicago-halsted-bally-s,70,52,18,Chicago/Halsted (Bally's),103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-cicero,92,66,26,Cicero,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-cicero-kinzie,78,71,7,Cicero/Lake,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-clarendon-hills,111,91,20,Clarendon Hills,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-clybourn,82,57,25,Clybourn,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-congress-park,97,75,22,Congress Park,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-dee-road,130,81,49,Dee Road,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-des-plaines,129,83,46,Des Plaines,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-des-plaines-river-rd,148,87,61,Des Plaines River Rd,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-division-elston,71,54,17,Division/Elston,103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-downers-grove-main-street,98,98,0,Downers Grove - Main St,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-edison-park,112,77,35,Edison Park,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-elmhurst,97,92,5,Elmhurst,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-elmwood-park-conti-circle,135,80,55,Elmwood Park - Conti Cir,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-evanston-central-st,103,78,25,Central/Green Bay (Evanston),103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-evanston-davis-st,89,76,13,Davis St (Evanston),103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-franklin-park-belmont-ave,138,83,55,Franklin Park - Belmont Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-gladstone-park,101,73,28,Gladstone Park,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-glencoe,121,95,26,Glencoe,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-grand-cicero,90,74,16,Grand/Cicero,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-grand-harlem,111,80,31,Grand/Harlem,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-gresham,35,35,0,Gresham,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-halsted-18th,69,58,11,Halsted/16th,103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-harvey,46,31,15,Harvey,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-highland-park,131,102,29,Highland Park,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-highlands,104,84,20,Highlands,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-hinsdale,107,87,20,Hinsdale,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-hollywood,107,80,27,Hollywood,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-howard-clark,87,72,15,Howard/Clark,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-hubbard-woods,131,93,38,Hubbard Woods,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-humboldt-park,88,70,18,Humboldt Park,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-indian-hill,111,83,28,Indian Hill,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-irving-park,84,67,17,Irving Park/Keeler,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-jefferson-park,85,71,14,Jefferson Park,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-kedzie,77,69,8,Kedzie,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-kenilworth,109,82,27,Kenilworth,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-lagrange-road,97,78,19,LaGrange Road,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-lagrange-stone-ave,98,80,18,LaGrange - Stone Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-lawrence-ruby,142,93,49,Lawrence/Ruby,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-maywood,97,86,11,Maywood,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-mccormick-place,42,35,7,McCormick Place,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-melrose-park,97,88,9,Melrose Park,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-montrose-mayfair,85,69,16,Montrose (Mayfair),103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-mount-prospect,134,89,45,Mount Prospect,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-narragansett-ave-galewood,100,78,22,Narragansett Ave (Galewood),103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-north-ridgeway,96,71,25,North/Ridgeway,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-norwood-park,108,75,33,Norwood Park,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-o-hare-transfer,146,98,48,O'Hare Transfer,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-oak-park-ave-mars,102,79,23,Oak Park Ave (Mars),103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-oak-park-harlem-lake,88,81,7,Oak Park - Harlem/Lake,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-oakwood-blvd,59,31,28,Oakwood Blvd,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-palatine,145,106,39,Palatine,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-park-ridge,126,79,47,Park Ridge,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-peterson-ridge,90,68,22,Peterson/Ridge,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-prairie-street,59,49,10,Prairie St,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-randolph-clinton,63,46,17,Randolph/Clinton (Ogilvie),103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-ravenswood,83,66,17,Ravenswood,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-ravinia,139,102,37,Ravinia,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-river-forest,96,84,12,River Forest,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-river-grove,100,79,21,River Grove,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-riverside,104,79,25,Riverside,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-rogers-park,93,70,23,Rogers Park,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-roosevelt,45,40,5,Roosevelt,103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-rosemont-balmoral-ave,139,94,45,Rosemont - Balmoral Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-schiller-park-irving-park-rd,134,92,42,Schiller Park - Irving Park Rd,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-south-shore,48,41,7,South Shore,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-state-street,29,22,7,State St,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-stewart-ridge,39,25,14,Stewart Ridge,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-stony-island,38,33,5,Stony Island,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-taylor-clinton,63,42,21,Taylor/Clinton,103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-union-station,61,44,17,Union Station,103rd (Rosemoor),downtown Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-west-hinsdale,109,89,20,West Hinsdale,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-west-pullman,37,27,10,West Pullman,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-western-18th,78,62,16,Western/18th,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-western-kinzie,85,63,22,Western/Hubbard,103rd (Rosemoor),west side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-western-logan,84,63,21,Western/Logan,103rd (Rosemoor),north side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-western-springs,101,83,18,Western Springs,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-westmont,138,96,42,Westmont,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-wilmette,107,80,27,Wilmette,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,crosstownerstation-winnetka,113,85,28,Winnetka,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-103rd-bev,33,33,0,103rd (Beverly Hills),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-107th-bev,45,45,0,107th (Beverly Hills),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-111th-bev,41,41,0,111th (Morgan Park),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-115th-bev,40,40,0,115th (Morgan Park),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-147th-up,41,27,14,147th (Sibley Blvd),103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-91st-bev,47,46,1,91st (Beverly Hills),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-95th-bev,37,37,0,95th (Beverly Hills),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-99th-bev,47,46,1,99th (Beverly Hills),103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-ashland,47,34,13,Ashland,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-brynmawr,41,35,6,Bryn Mawr,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-cumberland,131,86,45,Cumberland,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-fairviewdg,135,96,39,Fairview Ave,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-ivanhoe,40,25,15,Ivanhoe,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-kensingtn,15,12,3,Kensington,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-lavergne,97,72,25,LaVergne,103rd (Rosemoor),west suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-mainst,88,74,14,Main St (Evanston),103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-racine,44,29,15,Racine,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-raviniapk,145,105,40,Ravinia Park,103rd (Rosemoor),north suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-riverdale,39,23,16,Riverdale,103rd (Rosemoor),south suburban,south side of Chicago
crosstownerstation-103rd-rosemoor,metra-windsorpk,46,41,5,Windsor Park,103rd (Rosemoor),south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-119th-rlx,35,22,13,119th (RLX),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-119th-street,45,42,3,119th,107th,south suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-123rd-street,50,47,3,123rd,107th,south suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-130th-indiana,34,23,11,130th/Indiana,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-18th-soldier-field,44,38,6,18th (Soldier Field),107th,downtown Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-27th-street,42,35,7,27th,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-35th-street-lou-jones,44,44,0,"35th (""""Lou"""" Jones)",107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-47th-kenwood,38,30,8,47th (Kenwood),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-51st-53rd-hyde-park,31,28,3,51st/53rd,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-55th-56th-57th,29,26,3,55th-56th-57th,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-59th-perry,47,46,1,59th/Perry,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-59th-university-of-chicago,27,24,3,59th (University of Chicago),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-63rd-street,26,23,3,63rd,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-67th,39,25,14,67th,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-75th-grand-crossing,31,20,11,75th (Grand Crossing),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-79th-auburn-park,44,41,3,79th (Auburn Park),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-79th-chatham,25,19,6,79th (Chatham),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-79th-cheltenham,46,38,8,79th (Cheltenham),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-83rd-avalon-park,30,18,12,83rd (Avalon Park),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-83rd-street,47,44,3,83rd,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-87th-street,46,39,7,87th,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-87th-woodruff,23,16,7,87th (Woodruff),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-91st-street-60,21,15,6,91st (Chesterfield),107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-93rd-south-chicago,40,40,0,93rd/South Chicago,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-95th-chicago-state-university,13,11,2,95th-Chicago State,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-addison-lincoln,80,65,15,Addison/Lincoln,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-arlington-heights,141,95,46,Arlington Heights,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-arlington-park,144,98,46,Arlington Park,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-ashland-ogden,78,62,16,Ashland-Ogden,107th,west side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-bellwood,114,93,21,Bellwood,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-belmont-kedzie,84,66,18,Belmont/Kedzie,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-berkeley,166,96,70,Berkeley,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-berwyn-harlem-ave,115,77,38,Berwyn - Harlem Ave,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-berwyn-oak-park-ave,112,75,37,Berwyn - Oak Park Ave,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-blue-island,54,35,19,Blue Island,107th,south suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-braeside,138,101,37,Braeside,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-brainerd,49,45,4,Brainerd,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-burr-oak,58,33,25,Burr Oak,107th,south suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-central-ave-hanson-park,107,77,30,Central Ave (Hanson Park),107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-chicago-halsted-bally-s,75,53,22,Chicago/Halsted (Bally's),107th,downtown Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-cicero,99,67,32,Cicero,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-cicero-kinzie,81,73,8,Cicero/Lake,107th,west side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-clarendon-hills,124,93,31,Clarendon Hills,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-clybourn,85,58,27,Clybourn,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-congress-park,106,76,30,Congress Park,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-dee-road,132,82,50,Dee Road,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-des-plaines,131,85,46,Des Plaines,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-des-plaines-river-rd,155,88,67,Des Plaines River Rd,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-division-elston,75,55,20,Division/Elston,107th,downtown Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-downers-grove-main-street,111,101,10,Downers Grove - Main St,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-edison-park,125,78,47,Edison Park,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-elmhurst,106,94,12,Elmhurst,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-elmwood-park-conti-circle,136,81,55,Elmwood Park - Conti Cir,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-evanston-central-st,114,79,35,Central/Green Bay (Evanston),107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-evanston-davis-st,97,77,20,Davis St (Evanston),107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-franklin-park-belmont-ave,139,84,55,Franklin Park - Belmont Ave,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-gladstone-park,113,74,39,Gladstone Park,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-glencoe,124,97,27,Glencoe,107th,north suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-grand-cicero,97,75,22,Grand/Cicero,107th,north side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-grand-harlem,124,81,43,Grand/Harlem,107th,west suburban,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-gresham,39,38,1,Gresham,107th,south side of Chicago,south side of Chicago
crosstownerstation-107th-street-63,crosstownerstation-halsted-18th,76,59,17,Halsted/16th,107th,downtown Chicago,south side of Chicago
