GEOID,w,today,scenario,status,saved,redpct
170312714001,12,68,68,both,0,0
170312715001,8,70,68,both,2,2.85714285714286
170312801001,18,55,53,both,2,3.63636363636364
170312801002,17,54,54,both,0,0
170312801003,16,52,52,both,0,0
170312804001,14,61,61,both,0,0
170312808001,9,64,64,both,0,0
170312809001,5,62,62,both,0,0
170312819001,15,59,59,both,0,0
170312819002,5,57,56,both,1,1.75438596491228
170312819003,8,58,57,both,1,1.72413793103448
170312827001,5,68,68,both,0,0
170312827002,8,64,64,both,0,0
170312828001,7,65,65,both,0,0
170312831001,5,67,67,both,0,0
170312831002,4,66,66,both,0,0
170312832001,8,69,68,both,1,1.44927536231884
170312838001,1,71,71,both,0,0
170312838002,13,73,71,both,2,2.73972602739726
170312909001,3,83,77,both,6,7.2289156626506
170312909002,3,83,78,both,5,6.02409638554217
170312909003,1,86,82,both,4,4.65116279069768
170312909004,3,86,80,both,6,6.97674418604651
170312912001,7,75,71,both,4,5.33333333333333
170312912002,11,75,71,both,4,5.33333333333333
170312916001,5,75,75,both,0,0
170312922001,7,78,78,both,0,0
170312922002,2,77,77,both,0,0
170312922003,5,79,79,both,0,0
170312924001,2,80,80,both,0,0
170312924002,4,76,76,both,0,0
170312925001,2,79,79,both,0,0
170312925002,3,77,77,both,0,0
170312925003,9,76,76,both,0,0
170313005001,2,82,82,both,0,0
170313005002,3,85,83,both,2,2.35294117647059
170313006002,1,80,78,both,2,2.5
170313007001,5,79,79,both,0,0
170313007002,4,83,81,both,2,2.40963855421687
170313007003,3,82,80,both,2,2.4390243902439
170313008001,7,78,78,both,0,0
170313008002,3,83,80,both,3,3.6144578313253
170313009001,3,80,80,both,0,0
170313009002,6,80,78,both,2,2.5
170313009003,4,81,80,both,1,1.23456790123457
170313011001,1,77,77,both,0,0
170313011002,3,78,78,both,0,0
170313012001,4,76,76,both,0,0
170313012002,1,77,77,both,0,0
170313012003,2,77,77,both,0,0
170313016001,3,85,84,both,1,1.17647058823529
170313017011,2,82,80,both,2,2.4390243902439
170313017013,7,86,84,both,2,2.32558139534884
170313017021,4,85,83,both,2,2.35294117647059
170313017022,3,87,85,both,2,2.29885057471264
170313017023,2,82,80,both,2,2.4390243902439
170313018011,1,,88,newly_enabled,,
170313018012,9,,86,newly_enabled,,
170313018021,2,88,85,both,3,3.40909090909091
170313018023,5,89,85,both,4,4.49438202247191
170313018031,1,,87,newly_enabled,,
170313018032,7,87,86,both,1,1.14942528735632
170313018033,3,,,no_transit_either,,
170313102001,3,72,69,both,3,4.16666666666667
170313102002,2,68,64,both,4,5.88235294117647
170313103001,10,72,69,both,3,4.16666666666667
170313104001,3,74,71,both,3,4.05405405405405
170313105001,3,77,74,both,3,3.8961038961039
170313106001,4,75,74,both,1,1.33333333333333
170313106002,2,75,74,both,1,1.33333333333333
170313106003,5,77,77,both,0,0
170313107001,8,69,69,both,0,0
170313108001,1,65,65,both,0,0
170313108002,2,66,66,both,0,0
170313108003,3,69,69,both,0,0
170313109001,3,69,69,both,0,0
170313109002,3,69,69,both,0,0
170313109003,6,69,69,both,0,0
170313201011,17,61,61,both,0,0
170313201013,9,65,65,both,0,0
170313201014,9,62,62,both,0,0
170313201021,22,54,54,both,0,0
170313201022,5,52,52,both,0,0
170313204001,7,54,54,both,0,0
170313206001,6,60,60,both,0,0
170313206002,19,60,60,both,0,0
170313301011,6,73,64,both,9,12.3287671232877
170313301012,21,65,64,both,1,1.53846153846154
170313301021,6,60,60,both,0,0
170313301022,17,62,62,both,0,0
170313301023,18,66,65,both,1,1.51515151515152
170313301024,14,70,69,both,1,1.42857142857143
170313301031,6,68,67,both,1,1.47058823529412
170313301032,5,68,66,both,2,2.94117647058824
170313301033,14,68,68,both,0,0
170313302001,5,65,65,both,0,0
170313302002,12,65,65,both,0,0
170313403001,7,79,79,both,0,0
170313404001,11,76,76,both,0,0
170313405001,7,74,74,both,0,0
170313406001,1,73,73,both,0,0
170313501001,2,80,74,both,6,7.5
170313501002,7,78,68,both,10,12.8205128205128
170313504001,5,76,76,both,0,0
170313510001,1,82,82,both,0,0
170313510002,5,81,80,both,1,1.23456790123457
170313510003,2,82,80,both,2,2.4390243902439
170313511002,7,81,81,both,0,0
170313514001,4,76,76,both,0,0
170313515002,3,69,69,both,0,0
170313602001,5,83,77,both,6,7.2289156626506
170313801001,8,84,80,both,4,4.76190476190476
170313802001,8,79,78,both,1,1.26582278481013
170313806001,3,73,73,both,0,0
170313806002,5,75,75,both,0,0
170313806003,6,76,76,both,0,0
170313806004,1,75,75,both,0,0
170313812001,3,81,81,both,0,0
170313812002,10,79,79,both,0,0
170313814001,2,77,77,both,0,0
170313815001,1,77,77,both,0,0
170313818001,5,80,80,both,0,0
170313819001,1,84,83,both,1,1.19047619047619
170313819002,2,80,80,both,0,0
170313901001,4,83,74,both,9,10.8433734939759
170313902001,4,87,79,both,8,9.19540229885057
170313902002,2,87,83,both,4,4.59770114942529
170313903001,5,85,81,both,4,4.70588235294118
170313903002,7,86,84,both,2,2.32558139534884
170313904001,8,88,85,both,3,3.40909090909091
170313904002,2,88,86,both,2,2.27272727272727
170313905001,4,86,80,both,6,6.97674418604651
170313906002,3,86,81,both,5,5.81395348837209
170313907001,4,85,75,both,10,11.7647058823529
170313907002,6,80,75,both,5,6.25
170313907003,9,81,78,both,3,3.7037037037037
170314003001,4,80,80,both,0,0
170314004001,4,82,82,both,0,0
170314004002,3,86,86,both,0,0
170314005001,3,80,80,both,0,0
170314005002,4,85,82,both,3,3.52941176470588
170314008001,6,85,85,both,0,0
170314008002,6,83,82,both,1,1.20481927710843
170314101001,2,81,74,both,7,8.64197530864198
170314101002,3,81,72,both,9,11.1111111111111
170314102001,3,85,80,both,5,5.88235294117647
170314105001,4,87,86,both,1,1.14942528735632
170314105002,7,86,85,both,1,1.16279069767442
170314106001,3,88,83,both,5,5.68181818181818
170314106002,2,87,85,both,2,2.29885057471264
170314107001,8,87,80,both,7,8.04597701149425
170314108001,2,83,72,both,11,13.2530120481928
170314108002,4,85,77,both,8,9.41176470588235
170314109002,1,85,75,both,10,11.7647058823529
170314109003,2,84,77,both,7,8.33333333333333
170314110001,5,88,80,both,8,9.09090909090909
170314110002,3,86,77,both,9,10.4651162790698
170314110003,7,84,75,both,9,10.7142857142857
170314111001,5,84,73,both,11,13.0952380952381
170314111002,3,87,76,both,11,12.6436781609195
170314112001,2,85,77,both,8,9.41176470588235
170314112002,2,89,80,both,9,10.1123595505618
170314201001,7,,85,newly_enabled,,
170314202001,5,,81,newly_enabled,,
170314203001,16,,87,newly_enabled,,
170314204001,7,88,87,both,1,1.13636363636364
170314205001,3,88,87,both,1,1.13636363636364
170314205002,4,86,85,both,1,1.16279069767442
170314206001,5,87,87,both,0,0
170314206002,3,83,83,both,0,0
170314207001,1,86,85,both,1,1.16279069767442
170314207002,2,,,no_transit_either,,
170314207003,2,89,89,both,0,0
170314207004,1,85,85,both,0,0
170314207005,3,86,86,both,0,0
170314208001,1,87,86,both,1,1.14942528735632
170314208002,2,,,no_transit_either,,
170314212001,1,,,no_transit_either,,
170314212002,4,89,89,both,0,0
170314301011,4,89,88,both,1,1.12359550561798
170314301012,3,88,87,both,1,1.13636363636364
170314301013,2,87,87,both,0,0
170314301014,3,84,84,both,0,0
170314301021,5,88,87,both,1,1.13636363636364
170314301022,1,,89,newly_enabled,,
170314301023,6,,,no_transit_either,,
170314302001,2,85,85,both,0,0
170314302002,1,88,86,both,2,2.27272727272727
170314302003,4,,88,newly_enabled,,
170314302004,4,,,no_transit_either,,
170314302005,6,89,87,both,2,2.24719101123596
170314303001,4,,83,newly_enabled,,
170314303002,1,,86,newly_enabled,,
170314303003,1,,84,newly_enabled,,
170314304001,6,,87,newly_enabled,,
170314304002,3,,,no_transit_either,,
170314304003,3,,,no_transit_either,,
170314304004,1,,,no_transit_either,,
170314305001,4,89,87,both,2,2.24719101123596
170314305002,3,,,no_transit_either,,
170314305003,4,,88,newly_enabled,,
170314306001,2,,,no_transit_either,,
170314306002,5,,,no_transit_either,,
170314307002,2,,86,newly_enabled,,
170314308001,1,,,no_transit_either,,
170314308002,4,,,no_transit_either,,
170314309001,3,,,no_transit_either,,
170314309002,3,,,no_transit_either,,
170314312001,6,,,no_transit_either,,
170314312002,8,,,no_transit_either,,
170314313011,1,,,no_transit_either,,
170314313012,3,,,no_transit_either,,
170314313013,2,,,no_transit_either,,
170314313021,6,,,no_transit_either,,
170314313022,1,,,no_transit_either,,
170314313023,6,,,no_transit_either,,
170314314001,5,,,no_transit_either,,
170314314002,6,,,no_transit_either,,
170314314003,2,,,no_transit_either,,
170314314004,4,,,no_transit_either,,
170314401011,2,,,no_transit_either,,
170314401012,1,,,no_transit_either,,
170314401013,2,,,no_transit_either,,
170314401014,3,,,no_transit_either,,
170314401021,2,,,no_transit_either,,
170314401022,3,,,no_transit_either,,
170314401023,2,,,no_transit_either,,
170314401024,5,,,no_transit_either,,
170314402011,3,,,no_transit_either,,
170314402012,1,,,no_transit_either,,
170314402014,4,,,no_transit_either,,
170314402021,1,,,no_transit_either,,
170314402022,9,,,no_transit_either,,
170314402023,1,,,no_transit_either,,
170314403001,2,87,87,both,0,0
170314403002,5,,,no_transit_either,,
170314403003,1,,,no_transit_either,,
170314403004,2,87,87,both,0,0
170314403005,3,82,82,both,0,0
170314406001,8,,,no_transit_either,,
170314406002,5,86,86,both,0,0
170314407001,4,,,no_transit_either,,
170314407002,4,,,no_transit_either,,
170314408001,5,,,no_transit_either,,
170314408002,1,,,no_transit_either,,
170314409001,2,,,no_transit_either,,
170314409002,1,,,no_transit_either,,
170314409003,4,,,no_transit_either,,
170314503001,5,,,no_transit_either,,
170314503003,3,,,no_transit_either,,
170314601001,5,,,no_transit_either,,
170314601002,2,,,no_transit_either,,
170314601004,2,,,no_transit_either,,
170314602001,3,,,no_transit_either,,
170314602002,5,,,no_transit_either,,
170314603011,1,,,no_transit_either,,
170314603012,6,,,no_transit_either,,
170314603013,1,,,no_transit_either,,
170314603021,2,,,no_transit_either,,
170314603022,1,,,no_transit_either,,
170314603023,3,,,no_transit_either,,
170314603024,6,,,no_transit_either,,
170314604001,3,,,no_transit_either,,
170314604002,3,,,no_transit_either,,
170314604003,2,,,no_transit_either,,
170314604004,4,,,no_transit_either,,
170314605001,4,,,no_transit_either,,
170314605002,4,,,no_transit_either,,
170314605003,3,,,no_transit_either,,
170314605004,3,,,no_transit_either,,
170314605005,3,,,no_transit_either,,
170314605006,2,,,no_transit_either,,
170314605007,4,,,no_transit_either,,
170314608001,1,,,no_transit_either,,
170314608002,1,,,no_transit_either,,
170314608003,4,,,no_transit_either,,
170314608004,1,,,no_transit_either,,
170314610001,5,,,no_transit_either,,
170314701001,4,,,no_transit_either,,
170314701002,1,,,no_transit_either,,
170314801001,5,,,no_transit_either,,
170314801002,1,,,no_transit_either,,
170314802001,2,,,no_transit_either,,
170314802002,2,,,no_transit_either,,
170314803001,4,,,no_transit_either,,
170314804001,2,,,no_transit_either,,
170314804002,6,,,no_transit_either,,
170314804003,1,,,no_transit_either,,
170314804005,6,,,no_transit_either,,
170314804006,3,,,no_transit_either,,
170314804007,5,,,no_transit_either,,
170314805001,3,,,no_transit_either,,
170314805002,2,,,no_transit_either,,
170314805003,1,,,no_transit_either,,
170314902001,5,,,no_transit_either,,
170314902002,5,89,89,both,0,0
170314902003,1,,,no_transit_either,,
170314905001,4,,,no_transit_either,,
170314907001,1,,,no_transit_either,,
170314907002,2,,,no_transit_either,,
170314907003,4,,,no_transit_either,,
170314908002,1,,,no_transit_either,,
170314908003,4,,,no_transit_either,,
170314908005,3,,,no_transit_either,,
170314909011,2,,,no_transit_either,,
170314909012,2,,,no_transit_either,,
170314909013,2,,,no_transit_either,,
170314909021,2,,,no_transit_either,,
170314909022,6,,,no_transit_either,,
170314909023,3,,,no_transit_either,,
170314910001,2,,,no_transit_either,,
170314910002,4,,,no_transit_either,,
170314910003,2,,,no_transit_either,,
170314910004,2,,,no_transit_either,,
170314911001,3,,,no_transit_either,,
170314911003,6,,,no_transit_either,,
170314911004,2,,,no_transit_either,,
170314911005,3,,,no_transit_either,,
170314912001,2,,,no_transit_either,,
170314912003,1,,,no_transit_either,,
170314913001,1,,,no_transit_either,,
170314913002,1,,,no_transit_either,,
170314913003,1,,,no_transit_either,,
170314913004,2,,,no_transit_either,,
170314914001,2,,,no_transit_either,,
170314914002,2,,,no_transit_either,,
170314914003,3,,,no_transit_either,,
170315001001,1,,,no_transit_either,,
170315001002,2,,,no_transit_either,,
170315001003,1,,,no_transit_either,,
170315001004,6,,,no_transit_either,,
170315002001,2,,,no_transit_either,,
170315002002,1,,,no_transit_either,,
170315003001,3,,,no_transit_either,,
170315003002,3,,,no_transit_either,,
170315101001,8,,,no_transit_either,,
170315101002,3,,,no_transit_either,,
170315102001,4,,,no_transit_either,,
170315102002,2,,,no_transit_either,,
170315102003,3,,,no_transit_either,,
170315103002,4,,,no_transit_either,,
170315103003,1,,,no_transit_either,,
170315103004,8,,,no_transit_either,,
170315201001,6,,,no_transit_either,,
170315202001,1,,,no_transit_either,,
170315202002,2,,,no_transit_either,,
170315202003,4,,,no_transit_either,,
170315203001,3,,,no_transit_either,,
170315203002,2,,,no_transit_either,,
170315203003,3,,,no_transit_either,,
170315203004,2,,,no_transit_either,,
170315204001,3,,,no_transit_either,,
170315204002,3,,,no_transit_either,,
170315204004,2,,,no_transit_either,,
170315205002,4,,,no_transit_either,,
170315205003,5,,,no_transit_either,,
170315206001,4,,,no_transit_either,,
170315301001,4,,,no_transit_either,,
170315301002,9,,,no_transit_either,,
170315302001,1,,,no_transit_either,,
170315302002,3,,,no_transit_either,,
170315302003,1,,,no_transit_either,,
170315302004,2,,,no_transit_either,,
170315302005,4,,,no_transit_either,,
170315303001,3,,,no_transit_either,,
170315303002,3,,,no_transit_either,,
170315303003,2,,,no_transit_either,,
170315303004,2,,,no_transit_either,,
170315304001,5,,,no_transit_either,,
170315304002,5,,,no_transit_either,,
170315305012,3,,,no_transit_either,,
170315305013,3,,,no_transit_either,,
170315305014,5,,,no_transit_either,,
170315305021,6,,,no_transit_either,,
170315305031,5,,,no_transit_either,,
170315305032,2,,,no_transit_either,,
170315305033,7,,,no_transit_either,,
170315306001,2,,,no_transit_either,,
170315306002,1,,,no_transit_either,,
170315306003,2,,,no_transit_either,,
170315401011,5,,,no_transit_either,,
170315401012,5,,,no_transit_either,,
170315401021,1,,,no_transit_either,,
170315401022,2,,,no_transit_either,,
170315401023,1,,,no_transit_either,,
170315501001,4,,,no_transit_either,,
170315501002,4,,,no_transit_either,,
170315501003,5,,,no_transit_either,,
170315501004,2,,,no_transit_either,,
170315501005,5,,,no_transit_either,,
170315501006,3,,,no_transit_either,,
170315502001,3,,,no_transit_either,,
170315502002,3,,,no_transit_either,,
170315601001,6,,,no_transit_either,,
170315602001,4,,,no_transit_either,,
170315602002,12,,,no_transit_either,,
170315603001,6,,,no_transit_either,,
170315603002,6,,,no_transit_either,,
170315604001,3,,,no_transit_either,,
170315607001,7,,,no_transit_either,,
170315607002,10,,,no_transit_either,,
170315608001,2,,,no_transit_either,,
170315608002,2,,,no_transit_either,,
170315608003,3,,,no_transit_either,,
170315608005,6,,,no_transit_either,,
170315609001,5,,,no_transit_either,,
170315609002,2,,,no_transit_either,,
170315609003,4,,,no_transit_either,,
170315609004,2,,,no_transit_either,,
170315609005,5,,,no_transit_either,,
170315609006,2,,88,newly_enabled,,
170315610001,1,,,no_transit_either,,
170315610002,2,,,no_transit_either,,
170315610004,1,,,no_transit_either,,
170315610005,2,,,no_transit_either,,
170315610006,2,,87,newly_enabled,,
170315611001,5,,,no_transit_either,,
170315611002,3,,,no_transit_either,,
170315611003,1,,,no_transit_either,,
170315611004,1,,,no_transit_either,,
170315611005,1,,,no_transit_either,,
170315701001,4,,,no_transit_either,,
170315702001,3,,,no_transit_either,,
170315703001,2,,,no_transit_either,,
170315703002,1,88,87,both,1,1.13636363636364
170315703003,6,,,no_transit_either,,
170315703004,7,,,no_transit_either,,
170315704001,1,,,no_transit_either,,
170315704002,2,,,no_transit_either,,
170315705001,5,,,no_transit_either,,
170315705002,6,,,no_transit_either,,
170315801001,7,83,82,both,1,1.20481927710843
170315801002,4,85,84,both,1,1.17647058823529
170315802001,2,83,83,both,0,0
170315802002,5,88,88,both,0,0
170315803001,3,,,no_transit_either,,
170315804001,6,,,no_transit_either,,
170315804002,2,,,no_transit_either,,
170315804003,9,88,87,both,1,1.13636363636364
170315804004,6,,,no_transit_either,,
170315805011,7,,,no_transit_either,,
170315805012,1,88,88,both,0,0
170315805013,6,,,no_transit_either,,
170315805014,1,88,88,both,0,0
170315805022,5,,,no_transit_either,,
170315805023,3,89,89,both,0,0
170315806001,1,85,85,both,0,0
170315806002,1,88,88,both,0,0
170315806003,2,88,88,both,0,0
170315807001,1,88,87,both,1,1.13636363636364
170315807002,10,86,85,both,1,1.16279069767442
170315807003,7,85,85,both,0,0
170315808001,2,88,87,both,1,1.13636363636364
170315905001,3,75,74,both,1,1.33333333333333
170315906001,3,81,80,both,1,1.23456790123457
170315906002,7,85,84,both,1,1.17647058823529
170315906003,2,86,85,both,1,1.16279069767442
170315907001,4,84,84,both,0,0
170315907002,6,82,82,both,0,0
170316004001,3,79,78,both,1,1.26582278481013
170316004002,2,78,78,both,0,0
170316004003,1,78,77,both,1,1.28205128205128
170316006001,5,81,80,both,1,1.23456790123457
170316006002,6,83,82,both,1,1.20481927710843
170316007001,6,80,79,both,1,1.25
170316007002,4,77,76,both,1,1.2987012987013
170316009001,2,79,79,both,0,0
170316009002,2,81,81,both,0,0
170316009004,5,81,80,both,1,1.23456790123457
170316103001,4,89,89,both,0,0
170316103002,2,,,no_transit_either,,
170316103003,2,,,no_transit_either,,
170316104001,5,89,89,both,0,0
170316108001,3,83,83,both,0,0
170316112001,2,88,88,both,0,0
170316113001,2,89,89,both,0,0
170316113002,3,,,no_transit_either,,
170316113003,2,,,no_transit_either,,
170316114001,4,,,no_transit_either,,
170316114002,5,,,no_transit_either,,
170316114003,2,,,no_transit_either,,
170316115001,1,,,no_transit_either,,
170316115002,9,,,no_transit_either,,
170316117001,3,,,no_transit_either,,
170316117002,1,,,no_transit_either,,
170316117003,1,,,no_transit_either,,
170316118001,4,,,no_transit_either,,
170316118002,3,,,no_transit_either,,
170316119002,1,,,no_transit_either,,
170316120001,2,,,no_transit_either,,
170316120002,6,88,88,both,0,0
170316121001,7,88,88,both,0,0
170316122002,2,,,no_transit_either,,
170316122003,2,,,no_transit_either,,
170316201001,3,,,no_transit_either,,
170316201002,6,,,no_transit_either,,
170316201003,4,,,no_transit_either,,
170316202001,4,,,no_transit_either,,
170316202002,14,,,no_transit_either,,
170316203001,1,,,no_transit_either,,
170316203002,4,,,no_transit_either,,
170316203003,9,,,no_transit_either,,
170316203004,8,,,no_transit_either,,
170316203005,2,,,no_transit_either,,
170316203006,11,,,no_transit_either,,
170316204001,5,,,no_transit_either,,
170316204002,6,,,no_transit_either,,
170316204003,6,,,no_transit_either,,
170316204004,4,,,no_transit_either,,
170316303001,9,,,no_transit_either,,
170316303002,5,,,no_transit_either,,
170316304001,4,,,no_transit_either,,
170316304002,3,,,no_transit_either,,
170316304003,4,,,no_transit_either,,
170316304004,4,,,no_transit_either,,
170316305001,2,87,86,both,1,1.14942528735632
170316305002,1,,,no_transit_either,,
170316305003,2,,,no_transit_either,,
170316305004,5,,,no_transit_either,,
170316306001,7,85,84,both,1,1.17647058823529
170316308001,3,,,no_transit_either,,
170316308002,9,,,no_transit_either,,
170316308003,6,,,no_transit_either,,
170316308004,5,,,no_transit_either,,
170316309001,4,,,no_transit_either,,
170316309002,8,,,no_transit_either,,
170316309003,2,,,no_transit_either,,
170316401001,4,,,no_transit_either,,
170316403001,1,,,no_transit_either,,
170316403002,2,,,no_transit_either,,
170316403003,3,,,no_transit_either,,
170316403004,5,,,no_transit_either,,
170316403005,3,,,no_transit_either,,
170316403006,1,,,no_transit_either,,
170316404001,8,,,no_transit_either,,
170316404002,12,,,no_transit_either,,
170316405001,3,,,no_transit_either,,
170316405002,4,,,no_transit_either,,
170316406001,3,,,no_transit_either,,
170316406002,9,,,no_transit_either,,
170316406003,4,,,no_transit_either,,
170316407001,4,,,no_transit_either,,
170316407002,2,,,no_transit_either,,
170316407003,4,,,no_transit_either,,
170316407004,4,,,no_transit_either,,
170316408001,2,,,no_transit_either,,
170316408002,10,,,no_transit_either,,
170316501001,5,,,no_transit_either,,
170316501002,1,,,no_transit_either,,
170316501003,10,,,no_transit_either,,
170316501004,2,,,no_transit_either,,
170316502001,5,,,no_transit_either,,
170316502002,6,,,no_transit_either,,
170316502003,4,,,no_transit_either,,
170316502004,3,,,no_transit_either,,
170316502005,2,,,no_transit_either,,
170316502006,2,,,no_transit_either,,
170316503011,5,,,no_transit_either,,
170316503012,8,,,no_transit_either,,
170316503013,5,,,no_transit_either,,
170316503014,7,,,no_transit_either,,
170316503021,5,,,no_transit_either,,
170316503022,12,,,no_transit_either,,
170316504001,7,,,no_transit_either,,
170316504002,4,,,no_transit_either,,
170316504003,5,,,no_transit_either,,
170316504004,10,,,no_transit_either,,
170316504005,5,,,no_transit_either,,
170316505001,2,,,no_transit_either,,
170316505002,10,,,no_transit_either,,
170316505003,5,,,no_transit_either,,
170316603011,10,,,no_transit_either,,
170316603021,2,,,no_transit_either,,
170316603022,8,,,no_transit_either,,
170316603023,3,,,no_transit_either,,
170316603024,3,,,no_transit_either,,
170316604001,3,,,no_transit_either,,
170316604002,6,,,no_transit_either,,
170316604003,2,,,no_transit_either,,
170316604004,2,,,no_transit_either,,
170316605001,3,,,no_transit_either,,
170316605002,5,,,no_transit_either,,
170316605003,6,,,no_transit_either,,
170316605004,5,,,no_transit_either,,
170316606001,8,,,no_transit_either,,
170316606002,3,,,no_transit_either,,
170316606003,4,,,no_transit_either,,
170316606004,8,,,no_transit_either,,
170316606005,6,,,no_transit_either,,
170316607001,1,,,no_transit_either,,
170316607002,1,,,no_transit_either,,
170316608001,2,,,no_transit_either,,
170316608002,4,,,no_transit_either,,
170316608003,3,,,no_transit_either,,
170316608005,4,,,no_transit_either,,
170316609001,4,,,no_transit_either,,
170316609002,4,,,no_transit_either,,
170316609003,8,,,no_transit_either,,
170316610001,1,,,no_transit_either,,
170316610002,2,,,no_transit_either,,
170316610003,4,,,no_transit_either,,
170316610004,2,,,no_transit_either,,
170316610005,2,,,no_transit_either,,
170316611001,6,,,no_transit_either,,
170316611002,8,,,no_transit_either,,
170316611003,10,,,no_transit_either,,
170316611004,3,,,no_transit_either,,
170316611005,10,,,no_transit_either,,
170316701001,1,,,no_transit_either,,
170316701002,4,,,no_transit_either,,
170316702001,4,,,no_transit_either,,
170316703001,3,,,no_transit_either,,
170316703002,2,,,no_transit_either,,
170316704001,4,,,no_transit_either,,
170316705001,3,,,no_transit_either,,
170316706001,3,,,no_transit_either,,
170316707001,2,,,no_transit_either,,
170316707002,2,,,no_transit_either,,
170316708002,3,,,no_transit_either,,
170316709002,2,,,no_transit_either,,
170316711001,2,,,no_transit_either,,
170316712001,1,,,no_transit_either,,
170316713001,2,,,no_transit_either,,
170316713003,1,,,no_transit_either,,
170316714001,3,,,no_transit_either,,
170316714002,3,,,no_transit_either,,
170316715001,1,,,no_transit_either,,
170316715002,4,,,no_transit_either,,
170316715003,1,,,no_transit_either,,
170316716001,6,,,no_transit_either,,
170316716002,4,,,no_transit_either,,
170316716003,1,,,no_transit_either,,
170316718001,5,,,no_transit_either,,
170316719001,4,,,no_transit_either,,
170316720001,3,,,no_transit_either,,
170316720002,3,,,no_transit_either,,
170316720003,3,,,no_transit_either,,
170316720004,2,,,no_transit_either,,
170316805001,7,88,88,both,0,0
170316806001,2,88,88,both,0,0
170316809001,3,88,88,both,0,0
170316809002,3,78,78,both,0,0
170316809003,2,84,84,both,0,0
170316809004,2,84,84,both,0,0
170316810001,1,89,89,both,0,0
170316810002,2,89,89,both,0,0
170316810003,2,,,no_transit_either,,
170316810004,2,86,86,both,0,0
170316811003,4,,,no_transit_either,,
170316811004,2,,,no_transit_either,,
170316811005,2,,,no_transit_either,,
170316812001,2,87,87,both,0,0
170316812002,2,88,88,both,0,0
170316812003,3,88,88,both,0,0
170316813003,1,,,no_transit_either,,
170316814001,1,,,no_transit_either,,
170316814002,1,,,no_transit_either,,
170316814003,1,,,no_transit_either,,
170316814004,2,,,no_transit_either,,
170316903001,2,79,79,both,0,0
170316903002,8,80,80,both,0,0
170316904001,1,85,85,both,0,0
170316904002,7,84,84,both,0,0
170316904003,4,80,80,both,0,0
170316904004,3,81,81,both,0,0
170316905001,1,86,86,both,0,0
170316909001,2,89,89,both,0,0
170316909002,4,,,no_transit_either,,
170316909003,1,,,no_transit_either,,
170316909004,2,88,88,both,0,0
170316910001,5,86,86,both,0,0
170316910002,2,,,no_transit_either,,
170316910003,2,87,87,both,0,0
170316910004,2,83,83,both,0,0
170316911001,2,86,86,both,0,0
170316911002,4,88,88,both,0,0
170316911004,6,86,86,both,0,0
170316912002,5,85,85,both,0,0
170316912003,3,88,81,both,7,7.95454545454545
170316913001,6,89,89,both,0,0
170316913002,3,85,85,both,0,0
170316914002,1,,,no_transit_either,,
170316914003,4,,,no_transit_either,,
170316914004,1,,,no_transit_either,,
170316914005,2,,,no_transit_either,,
170316915001,6,,,no_transit_either,,
170316915002,1,,,no_transit_either,,
170316915003,2,,,no_transit_either,,
170317001001,8,,,no_transit_either,,
170317001002,1,,,no_transit_either,,
170317002001,5,,,no_transit_either,,
170317002002,4,,,no_transit_either,,
170317002003,4,,,no_transit_either,,
170317002004,3,,,no_transit_either,,
170317003011,12,,,no_transit_either,,
170317003012,3,,,no_transit_either,,
170317003013,6,,,no_transit_either,,
170317003021,3,,,no_transit_either,,
170317003022,2,,,no_transit_either,,
170317003023,6,,,no_transit_either,,
170317003024,8,,,no_transit_either,,
170317004011,4,,,no_transit_either,,
170317004012,3,,,no_transit_either,,
170317004013,10,,,no_transit_either,,
170317004014,3,,,no_transit_either,,
170317004021,5,,,no_transit_either,,
170317004022,4,,,no_transit_either,,
170317004023,4,,,no_transit_either,,
170317005011,7,,,no_transit_either,,
170317005012,4,,,no_transit_either,,
170317005013,3,,,no_transit_either,,
170317005014,2,,,no_transit_either,,
170317005016,3,,,no_transit_either,,
170317005021,2,,,no_transit_either,,
170317005022,5,,,no_transit_either,,
170317101001,3,,83,newly_enabled,,
170317102001,4,,89,newly_enabled,,
170317102002,7,,,no_transit_either,,
170317102003,1,,,no_transit_either,,
170317102004,4,,,no_transit_either,,
170317102005,2,,,no_transit_either,,
170317103001,1,,,no_transit_either,,
170317104001,3,,,no_transit_either,,
170317104002,3,,,no_transit_either,,
170317104003,1,,,no_transit_either,,
170317104004,2,,,no_transit_either,,
170317104005,5,,,no_transit_either,,
170317104006,4,,,no_transit_either,,
170317105001,6,,,no_transit_either,,
170317105002,3,,,no_transit_either,,
170317105003,2,,,no_transit_either,,
170317105004,2,,,no_transit_either,,
170317106001,2,,,no_transit_either,,
170317107001,4,,87,newly_enabled,,
170317107002,1,,,no_transit_either,,
170317107003,4,,,no_transit_either,,
170317107004,2,,,no_transit_either,,
170317108001,3,,84,newly_enabled,,
170317108002,3,,89,newly_enabled,,
170317108003,4,,,no_transit_either,,
170317108004,6,,85,newly_enabled,,
170317108005,2,,86,newly_enabled,,
170317108006,4,,,no_transit_either,,
170317109001,2,,84,newly_enabled,,
170317109002,1,,89,newly_enabled,,
170317110001,3,,,no_transit_either,,
170317110002,8,,88,newly_enabled,,
170317110003,2,,87,newly_enabled,,
170317111002,1,,89,newly_enabled,,
170317111003,5,,,no_transit_either,,
170317112001,3,,,no_transit_either,,
170317112002,3,,,no_transit_either,,
