h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
010030108003010,1,,[out of state 01],,,,,[out of state 01],,
010030108003013,1,,[out of state 01],,,,,[out of state 01],,
010030112023042,1,,[out of state 01],,,,,[out of state 01],,
010030114111003,1,,[out of state 01],,,,,[out of state 01],,
010030114142032,1,,[out of state 01],,,,,[out of state 01],,
010030114151013,1,,[out of state 01],,,,,[out of state 01],,
010259580031035,1,,[out of state 01],,,,,[out of state 01],,
010359605002017,1,,[out of state 01],,,,,[out of state 01],,
010539698011085,1,,[out of state 01],,,,,[out of state 01],,
010730011001000,1,,[out of state 01],,,,,[out of state 01],,
010970013021020,1,,[out of state 01],,,,,[out of state 01],,
010970019012007,1,,[out of state 01],,,,,[out of state 01],,
010970020002007,1,,[out of state 01],,,,,[out of state 01],,
010970029002019,1,,[out of state 01],,,,,[out of state 01],,
010970032061031,1,,[out of state 01],,,,,[out of state 01],,
010970036061006,1,,[out of state 01],,,,,[out of state 01],,
010970039021012,1,,[out of state 01],,,,,[out of state 01],,
010970066004025,1,,[out of state 01],,,,,[out of state 01],,
010970068022003,1,,[out of state 01],,,,,[out of state 01],,
040130101041008,1,,[out of state 04],,,,,[out of state 04],,
040130405142006,1,,[out of state 04],,,,,[out of state 04],,
040130506122064,1,,[out of state 04],,,,,[out of state 04],,
040130506214146,1,,[out of state 04],,,,,[out of state 04],,
040130609012011,1,,[out of state 04],,,,,[out of state 04],,
040130610132009,1,,[out of state 04],,,,,[out of state 04],,
040130610263016,1,,[out of state 04],,,,,[out of state 04],,
040130610361012,1,,[out of state 04],,,,,[out of state 04],,
040130610403011,1,,[out of state 04],,,,,[out of state 04],,
040130610492021,1,,[out of state 04],,,,,[out of state 04],,
040130610543004,1,,[out of state 04],,,,,[out of state 04],,
040130610561035,1,,[out of state 04],,,,,[out of state 04],,
040130610641004,1,,[out of state 04],,,,,[out of state 04],,
040130715102004,1,,[out of state 04],,,,,[out of state 04],,
040130715103010,1,,[out of state 04],,,,,[out of state 04],,
040130717011009,1,,[out of state 04],,,,,[out of state 04],,
040130719152006,1,,[out of state 04],,,,,[out of state 04],,
040130820251006,1,,[out of state 04],,,,,[out of state 04],,
040130822114004,1,,[out of state 04],,,,,[out of state 04],,
040130924012011,1,,[out of state 04],,,,,[out of state 04],,
040130927163003,1,,[out of state 04],,,,,[out of state 04],,
040130930012003,1,,[out of state 04],,,,,[out of state 04],,
040130931053000,1,,[out of state 04],,,,,[out of state 04],,
040130931061019,1,,[out of state 04],,,,,[out of state 04],,
040131032071008,1,,[out of state 04],,,,,[out of state 04],,
040131032162004,1,,[out of state 04],,,,,[out of state 04],,
040131032173022,1,,[out of state 04],,,,,[out of state 04],,
040131032203001,1,,[out of state 04],,,,,[out of state 04],,
040131033041005,1,,[out of state 04],,,,,[out of state 04],,
040131036052018,1,,[out of state 04],,,,,[out of state 04],,
040131036082004,1,,[out of state 04],,,,,[out of state 04],,
040131036151012,1,,[out of state 04],,,,,[out of state 04],,
040131042032003,1,,[out of state 04],,,,,[out of state 04],,
040131042122005,1,,[out of state 04],,,,,[out of state 04],,
040131042172026,1,,[out of state 04],,,,,[out of state 04],,
040131042262000,1,,[out of state 04],,,,,[out of state 04],,
040131042262002,1,,[out of state 04],,,,,[out of state 04],,
040131050022006,1,,[out of state 04],,,,,[out of state 04],,
040131051024000,1,,[out of state 04],,,,,[out of state 04],,
040131057021016,1,,[out of state 04],,,,,[out of state 04],,
040131064001000,1,,[out of state 04],,,,,[out of state 04],,
040132168061011,1,,[out of state 04],,,,,[out of state 04],,
040132168202014,1,,[out of state 04],,,,,[out of state 04],,
040132168223024,1,,[out of state 04],,,,,[out of state 04],,
040132168311018,1,,[out of state 04],,,,,[out of state 04],,
040132168373004,1,,[out of state 04],,,,,[out of state 04],,
040132168393012,1,,[out of state 04],,,,,[out of state 04],,
040132168412011,1,,[out of state 04],,,,,[out of state 04],,
040132170016000,1,,[out of state 04],,,,,[out of state 04],,
040132170021007,1,,[out of state 04],,,,,[out of state 04],,
040132172033004,1,,[out of state 04],,,,,[out of state 04],,
040132175023005,1,,[out of state 04],,,,,[out of state 04],,
040132177001001,1,,[out of state 04],,,,,[out of state 04],,
040132177002017,1,,[out of state 04],,,,,[out of state 04],,
040132179003007,1,,[out of state 04],,,,,[out of state 04],,
040132180004000,1,,[out of state 04],,,,,[out of state 04],,
040132180004011,1,,[out of state 04],,,,,[out of state 04],,
040133189001018,1,,[out of state 04],,,,,[out of state 04],,
040133193001011,1,,[out of state 04],,,,,[out of state 04],,
040133194021015,1,,[out of state 04],,,,,[out of state 04],,
040133196003006,1,,[out of state 04],,,,,[out of state 04],,
040134201051004,1,,[out of state 04],,,,,[out of state 04],,
040134203021004,1,,[out of state 04],,,,,[out of state 04],,
040134213031002,1,,[out of state 04],,,,,[out of state 04],,
040134214002007,1,,[out of state 04],,,,,[out of state 04],,
040134220011010,1,,[out of state 04],,,,,[out of state 04],,
040134221031006,1,,[out of state 04],,,,,[out of state 04],,
040134222033000,1,,[out of state 04],,,,,[out of state 04],,
040134223053010,1,,[out of state 04],,,,,[out of state 04],,
040134224022011,1,,[out of state 04],,,,,[out of state 04],,
040134225011010,1,,[out of state 04],,,,,[out of state 04],,
040134226091012,1,,[out of state 04],,,,,[out of state 04],,
040134226092006,1,,[out of state 04],,,,,[out of state 04],,
040134226231011,1,,[out of state 04],,,,,[out of state 04],,
040134226262019,1,,[out of state 04],,,,,[out of state 04],,
040134226302001,1,,[out of state 04],,,,,[out of state 04],,
040134226332007,1,,[out of state 04],,,,,[out of state 04],,
040134226342012,1,,[out of state 04],,,,,[out of state 04],,
040135228021111,1,,[out of state 04],,,,,[out of state 04],,
040135229031000,1,,[out of state 04],,,,,[out of state 04],,
040136109022002,1,,[out of state 04],,,,,[out of state 04],,
040136113005000,1,,[out of state 04],,,,,[out of state 04],,
040136113005022,1,,[out of state 04],,,,,[out of state 04],,
040136118002015,1,,[out of state 04],,,,,[out of state 04],,
040136135003003,1,,[out of state 04],,,,,[out of state 04],,
040136149001000,1,,[out of state 04],,,,,[out of state 04],,
040136149003000,1,,[out of state 04],,,,,[out of state 04],,
040136150013019,1,,[out of state 04],,,,,[out of state 04],,
040136154002023,1,,[out of state 04],,,,,[out of state 04],,
040136157001001,1,,[out of state 04],,,,,[out of state 04],,
040136160001012,1,,[out of state 04],,,,,[out of state 04],,
040136164001012,1,,[out of state 04],,,,,[out of state 04],,
040136166001002,1,,[out of state 04],,,,,[out of state 04],,
040136170023005,1,,[out of state 04],,,,,[out of state 04],,
040136180003006,1,,[out of state 04],,,,,[out of state 04],,
040136187002012,1,,[out of state 04],,,,,[out of state 04],,
040136199003003,1,,[out of state 04],,,,,[out of state 04],,
040137233111000,1,,[out of state 04],,,,,[out of state 04],,
040138101002009,1,,[out of state 04],,,,,[out of state 04],,
040138101003019,1,,[out of state 04],,,,,[out of state 04],,
040138121001003,1,,[out of state 04],,,,,[out of state 04],,
040138123003000,1,,[out of state 04],,,,,[out of state 04],,
040138132002011,1,,[out of state 04],,,,,[out of state 04],,
040138136002014,1,,[out of state 04],,,,,[out of state 04],,
040138141002002,1,,[out of state 04],,,,,[out of state 04],,
040138156023000,1,,[out of state 04],,,,,[out of state 04],,
040138160053007,1,,[out of state 04],,,,,[out of state 04],,
040138164011012,1,,[out of state 04],,,,,[out of state 04],,
040138169021037,1,,[out of state 04],,,,,[out of state 04],,
040138171033014,1,,[out of state 04],,,,,[out of state 04],,
040190040481011,1,,[out of state 04],,,,,[out of state 04],,
040190040741005,1,,[out of state 04],,,,,[out of state 04],,
040190046103000,1,,[out of state 04],,,,,[out of state 04],,
040190046301011,1,,[out of state 04],,,,,[out of state 04],,
040190046331008,1,,[out of state 04],,,,,[out of state 04],,
040190047151013,1,,[out of state 04],,,,,[out of state 04],,
040190047181002,1,,[out of state 04],,,,,[out of state 04],,
050059509002073,1,,[out of state 05],,,,,[out of state 05],,
050070209042028,1,,[out of state 05],,,,,[out of state 05],,
050070212012025,1,,[out of state 05],,,,,[out of state 05],,
050097903001065,1,,[out of state 05],,,,,[out of state 05],,
050199537002037,1,,[out of state 05],,,,,[out of state 05],,
050219504002027,1,,[out of state 05],,,,,[out of state 05],,
050234801003048,1,,[out of state 05],,,,,[out of state 05],,
050234805021037,1,,[out of state 05],,,,,[out of state 05],,
050299505002007,1,,[out of state 05],,,,,[out of state 05],,
050479501002059,1,,[out of state 05],,,,,[out of state 05],,
050495501012036,1,,[out of state 05],,,,,[out of state 05],,
050510103021045,1,,[out of state 05],,,,,[out of state 05],,
050719518003106,1,,[out of state 05],,,,,[out of state 05],,
051310002004019,1,,[out of state 05],,,,,[out of state 05],,
051310012011009,1,,[out of state 05],,,,,[out of state 05],,
051310012011021,1,,[out of state 05],,,,,[out of state 05],,
051450706001039,1,,[out of state 05],,,,,[out of state 05],,
051450712013034,1,,[out of state 05],,,,,[out of state 05],,
060133040071006,1,,[out of state 06],,,,,[out of state 06],,
060133060031008,1,,[out of state 06],,,,,[out of state 06],,
060133340062002,1,,[out of state 06],,,,,[out of state 06],,
060133372011005,1,,[out of state 06],,,,,[out of state 06],,
060133551132000,1,,[out of state 06],,,,,[out of state 06],,
060133551213006,1,,[out of state 06],,,,,[out of state 06],,
060230001002026,1,,[out of state 06],,,,,[out of state 06],,
060230107013012,1,,[out of state 06],,,,,[out of state 06],,
060250108001141,1,,[out of state 06],,,,,[out of state 06],,
060250116004001,1,,[out of state 06],,,,,[out of state 06],,
060250118021000,1,,[out of state 06],,,,,[out of state 06],,
060372044202007,1,,[out of state 06],,,,,[out of state 06],,
060372063021000,1,,[out of state 06],,,,,[out of state 06],,
060372293001002,1,,[out of state 06],,,,,[out of state 06],,
060372373004009,1,,[out of state 06],,,,,[out of state 06],,
060372398022003,1,,[out of state 06],,,,,[out of state 06],,
060372405001001,1,,[out of state 06],,,,,[out of state 06],,
060372408002001,1,,[out of state 06],,,,,[out of state 06],,
060372933022018,1,,[out of state 06],,,,,[out of state 06],,
060372965001002,1,,[out of state 06],,,,,[out of state 06],,
060374064135011,1,,[out of state 06],,,,,[out of state 06],,
060374070012010,1,,[out of state 06],,,,,[out of state 06],,
060374087051000,1,,[out of state 06],,,,,[out of state 06],,
060374087252008,1,,[out of state 06],,,,,[out of state 06],,
060374602002000,1,,[out of state 06],,,,,[out of state 06],,
060374803042002,1,,[out of state 06],,,,,[out of state 06],,
060374806021008,1,,[out of state 06],,,,,[out of state 06],,
060374810021012,1,,[out of state 06],,,,,[out of state 06],,
060376004004005,1,,[out of state 06],,,,,[out of state 06],,
060376007031010,1,,[out of state 06],,,,,[out of state 06],,
060376009022009,1,,[out of state 06],,,,,[out of state 06],,
060376009111006,1,,[out of state 06],,,,,[out of state 06],,
060376010012002,1,,[out of state 06],,,,,[out of state 06],,
060376017002000,1,,[out of state 06],,,,,[out of state 06],,
060376017003003,1,,[out of state 06],,,,,[out of state 06],,
060376025072001,1,,[out of state 06],,,,,[out of state 06],,
060376030052000,1,,[out of state 06],,,,,[out of state 06],,
060376042002010,1,,[out of state 06],,,,,[out of state 06],,
060376042004008,1,,[out of state 06],,,,,[out of state 06],,
060377001022011,1,,[out of state 06],,,,,[out of state 06],,
060377015011014,1,,[out of state 06],,,,,[out of state 06],,
060377020021023,1,,[out of state 06],,,,,[out of state 06],,
060377028011005,1,,[out of state 06],,,,,[out of state 06],,
060411022031019,1,,[out of state 06],,,,,[out of state 06],,
060411060023007,1,,[out of state 06],,,,,[out of state 06],,
060411081001002,1,,[out of state 06],,,,,[out of state 06],,
060411122031000,1,,[out of state 06],,,,,[out of state 06],,
060411130001021,1,,[out of state 06],,,,,[out of state 06],,
060411212002004,1,,[out of state 06],,,,,[out of state 06],,
060411281001010,1,,[out of state 06],,,,,[out of state 06],,
060590014031006,1,,[out of state 06],,,,,[out of state 06],,
060590113001010,1,,[out of state 06],,,,,[out of state 06],,
060590114012005,1,,[out of state 06],,,,,[out of state 06],,
060590115041004,1,,[out of state 06],,,,,[out of state 06],,
060590218212005,1,,[out of state 06],,,,,[out of state 06],,
060590320595003,1,,[out of state 06],,,,,[out of state 06],,
060590320654010,1,,[out of state 06],,,,,[out of state 06],,
060590421111005,1,,[out of state 06],,,,,[out of state 06],,
060590423262003,1,,[out of state 06],,,,,[out of state 06],,
060590524291001,1,,[out of state 06],,,,,[out of state 06],,
060590525242002,1,,[out of state 06],,,,,[out of state 06],,
060590525275006,1,,[out of state 06],,,,,[out of state 06],,
060590626401007,1,,[out of state 06],,,,,[out of state 06],,
060590750042007,1,,[out of state 06],,,,,[out of state 06],,
060590889031004,1,,[out of state 06],,,,,[out of state 06],,
060590995114001,1,,[out of state 06],,,,,[out of state 06],,
060591102021000,1,,[out of state 06],,,,,[out of state 06],,
060591102032000,1,,[out of state 06],,,,,[out of state 06],,
060591103031000,1,,[out of state 06],,,,,[out of state 06],,
060610207142013,1,,[out of state 06],,,,,[out of state 06],,
060610210383005,1,,[out of state 06],,,,,[out of state 06],,
060650402032007,1,,[out of state 06],,,,,[out of state 06],,
060650403051013,1,,[out of state 06],,,,,[out of state 06],,
060650404041000,1,,[out of state 06],,,,,[out of state 06],,
060650405012002,2,,[out of state 06],,,,,[out of state 06],,
060650427462007,1,,[out of state 06],,,,,[out of state 06],,
060650430013028,1,,[out of state 06],,,,,[out of state 06],,
060650432012011,1,,[out of state 06],,,,,[out of state 06],,
060650432113005,1,,[out of state 06],,,,,[out of state 06],,
060650432671014,1,,[out of state 06],,,,,[out of state 06],,
060650444052004,1,,[out of state 06],,,,,[out of state 06],,
060650446043004,1,,[out of state 06],,,,,[out of state 06],,
060650449041004,1,,[out of state 06],,,,,[out of state 06],,
060650452133020,1,,[out of state 06],,,,,[out of state 06],,
060650452351005,1,,[out of state 06],,,,,[out of state 06],,
060650456121041,1,,[out of state 06],,,,,[out of state 06],,
060650464051002,1,,[out of state 06],,,,,[out of state 06],,
060650491011000,1,,[out of state 06],,,,,[out of state 06],,
060650507011033,1,,[out of state 06],,,,,[out of state 06],,
060670071052023,1,,[out of state 06],,,,,[out of state 06],,
060670072091003,1,,[out of state 06],,,,,[out of state 06],,
060670074132000,1,,[out of state 06],,,,,[out of state 06],,
060670074232003,1,,[out of state 06],,,,,[out of state 06],,
060670089072000,1,,[out of state 06],,,,,[out of state 06],,
060710001181005,1,,[out of state 06],,,,,[out of state 06],,
060710008142006,1,,[out of state 06],,,,,[out of state 06],,
060710008171003,1,,[out of state 06],,,,,[out of state 06],,
060710019063012,1,,[out of state 06],,,,,[out of state 06],,
060710019111005,1,,[out of state 06],,,,,[out of state 06],,
060710020273009,1,,[out of state 06],,,,,[out of state 06],,
060710020502000,1,,[out of state 06],,,,,[out of state 06],,
060710023133005,1,,[out of state 06],,,,,[out of state 06],,
060710091372008,1,,[out of state 06],,,,,[out of state 06],,
060710127001104,1,,[out of state 06],,,,,[out of state 06],,
060730083052002,1,,[out of state 06],,,,,[out of state 06],,
060730083581015,1,,[out of state 06],,,,,[out of state 06],,
060730085132000,1,,[out of state 06],,,,,[out of state 06],,
060730097033016,1,,[out of state 06],,,,,[out of state 06],,
060730170373000,1,,[out of state 06],,,,,[out of state 06],,
060730170414007,1,,[out of state 06],,,,,[out of state 06],,
060730170541002,1,,[out of state 06],,,,,[out of state 06],,
060730170652003,1,,[out of state 06],,,,,[out of state 06],,
060730215021020,1,,[out of state 06],,,,,[out of state 06],,
060750119022000,1,,[out of state 06],,,,,[out of state 06],,
060750130021000,1,,[out of state 06],,,,,[out of state 06],,
060750133003000,1,,[out of state 06],,,,,[out of state 06],,
060750201022000,1,,[out of state 06],,,,,[out of state 06],,
060750253004005,1,,[out of state 06],,,,,[out of state 06],,
060750256004007,1,,[out of state 06],,,,,[out of state 06],,
060750305002001,1,,[out of state 06],,,,,[out of state 06],,
060750310002010,1,,[out of state 06],,,,,[out of state 06],,
060750326011006,1,,[out of state 06],,,,,[out of state 06],,
060750328011000,1,,[out of state 06],,,,,[out of state 06],,
060750351012001,1,,[out of state 06],,,,,[out of state 06],,
060750402002002,1,,[out of state 06],,,,,[out of state 06],,
060750604002004,1,,[out of state 06],,,,,[out of state 06],,
060750610003008,1,,[out of state 06],,,,,[out of state 06],,
060750612003005,1,,[out of state 06],,,,,[out of state 06],,
060750615082003,1,,[out of state 06],,,,,[out of state 06],,
060790116002027,1,,[out of state 06],,,,,[out of state 06],,
060816004021002,1,,[out of state 06],,,,,[out of state 06],,
060816013021002,1,,[out of state 06],,,,,[out of state 06],,
060816016041022,1,,[out of state 06],,,,,[out of state 06],,
060816019021000,1,,[out of state 06],,,,,[out of state 06],,
060816045002010,1,,[out of state 06],,,,,[out of state 06],,
060816074001003,1,,[out of state 06],,,,,[out of state 06],,
060816085021001,1,,[out of state 06],,,,,[out of state 06],,
060816097002002,1,,[out of state 06],,,,,[out of state 06],,
060816103031005,1,,[out of state 06],,,,,[out of state 06],,
060816107004005,1,,[out of state 06],,,,,[out of state 06],,
060816116002007,1,,[out of state 06],,,,,[out of state 06],,
060816128002006,1,,[out of state 06],,,,,[out of state 06],,
060816139002009,1,,[out of state 06],,,,,[out of state 06],,
060830006005003,1,,[out of state 06],,,,,[out of state 06],,
060830023033008,1,,[out of state 06],,,,,[out of state 06],,
060830029333005,1,,[out of state 06],,,,,[out of state 06],,
060855119171015,1,,[out of state 06],,,,,[out of state 06],,
060890108053006,1,,[out of state 06],,,,,[out of state 06],,
060890112094003,1,,[out of state 06],,,,,[out of state 06],,
060971513012003,1,,[out of state 06],,,,,[out of state 06],,
080010083083010,1,,[out of state 08],,,,,[out of state 08],,
080010084013022,1,,[out of state 08],,,,,[out of state 08],,
080010084023061,1,,[out of state 08],,,,,[out of state 08],,
080050049521009,1,,[out of state 08],,,,,[out of state 08],,
080050056252033,1,,[out of state 08],,,,,[out of state 08],,
080050056303005,1,,[out of state 08],,,,,[out of state 08],,
080050056341001,1,,[out of state 08],,,,,[out of state 08],,
080050056353006,1,,[out of state 08],,,,,[out of state 08],,
080050067051046,1,,[out of state 08],,,,,[out of state 08],,
080050071103066,1,,[out of state 08],,,,,[out of state 08],,
080050071121032,1,,[out of state 08],,,,,[out of state 08],,
080050071132025,1,,[out of state 08],,,,,[out of state 08],,
080050072021000,1,,[out of state 08],,,,,[out of state 08],,
080050077021013,1,,[out of state 08],,,,,[out of state 08],,
080050802004008,1,,[out of state 08],,,,,[out of state 08],,
080050807001002,1,,[out of state 08],,,,,[out of state 08],,
080050814003002,1,,[out of state 08],,,,,[out of state 08],,
080050831003017,1,,[out of state 08],,,,,[out of state 08],,
080050846003003,1,,[out of state 08],,,,,[out of state 08],,
080050846004012,1,,[out of state 08],,,,,[out of state 08],,
080050851003007,1,,[out of state 08],,,,,[out of state 08],,
080050860012007,1,,[out of state 08],,,,,[out of state 08],,
080050864002012,1,,[out of state 08],,,,,[out of state 08],,
080050869002000,1,,[out of state 08],,,,,[out of state 08],,
080050873012002,1,,[out of state 08],,,,,[out of state 08],,
080130122062020,1,,[out of state 08],,,,,[out of state 08],,
080130127055005,1,,[out of state 08],,,,,[out of state 08],,
080130130062001,1,,[out of state 08],,,,,[out of state 08],,
080130132152006,1,,[out of state 08],,,,,[out of state 08],,
080130608024015,1,,[out of state 08],,,,,[out of state 08],,
080150003003044,1,,[out of state 08],,,,,[out of state 08],,
080310001022030,1,,[out of state 08],,,,,[out of state 08],,
080310003014002,1,,[out of state 08],,,,,[out of state 08],,
080310004011006,1,,[out of state 08],,,,,[out of state 08],,
080310005011016,1,,[out of state 08],,,,,[out of state 08],,
080310007041008,1,,[out of state 08],,,,,[out of state 08],,
080310007061006,1,,[out of state 08],,,,,[out of state 08],,
080310009053009,1,,[out of state 08],,,,,[out of state 08],,
080310014033000,1,,[out of state 08],,,,,[out of state 08],,
080310020003011,1,,[out of state 08],,,,,[out of state 08],,
080310023001003,1,,[out of state 08],,,,,[out of state 08],,
080310027042002,1,,[out of state 08],,,,,[out of state 08],,
080310028023000,1,,[out of state 08],,,,,[out of state 08],,
080310030032000,1,,[out of state 08],,,,,[out of state 08],,
080310030043023,1,,[out of state 08],,,,,[out of state 08],,
080310032021004,1,,[out of state 08],,,,,[out of state 08],,
080310037021007,1,,[out of state 08],,,,,[out of state 08],,
080310037031009,1,,[out of state 08],,,,,[out of state 08],,
080310038022012,1,,[out of state 08],,,,,[out of state 08],,
080310041046008,1,,[out of state 08],,,,,[out of state 08],,
080310041111028,1,,[out of state 08],,,,,[out of state 08],,
080310042011000,1,,[out of state 08],,,,,[out of state 08],,
080310042015012,1,,[out of state 08],,,,,[out of state 08],,
080310043061010,1,,[out of state 08],,,,,[out of state 08],,
080310043082001,1,,[out of state 08],,,,,[out of state 08],,
080310044041013,1,,[out of state 08],,,,,[out of state 08],,
080310044042003,1,,[out of state 08],,,,,[out of state 08],,
080310045031005,1,,[out of state 08],,,,,[out of state 08],,
080310046023000,1,,[out of state 08],,,,,[out of state 08],,
080310046023001,1,,[out of state 08],,,,,[out of state 08],,
080310050032012,1,,[out of state 08],,,,,[out of state 08],,
080310068141001,1,,[out of state 08],,,,,[out of state 08],,
080310070061000,1,,[out of state 08],,,,,[out of state 08],,
080310070372008,1,,[out of state 08],,,,,[out of state 08],,
080310070373004,1,,[out of state 08],,,,,[out of state 08],,
080310083911009,1,,[out of state 08],,,,,[out of state 08],,
080310120011003,1,,[out of state 08],,,,,[out of state 08],,
080310120152009,1,,[out of state 08],,,,,[out of state 08],,
080310157001001,1,,[out of state 08],,,,,[out of state 08],,
080350139103012,1,,[out of state 08],,,,,[out of state 08],,
080350139115000,1,,[out of state 08],,,,,[out of state 08],,
080350139131018,1,,[out of state 08],,,,,[out of state 08],,
080350139141015,1,,[out of state 08],,,,,[out of state 08],,
080350139151003,1,,[out of state 08],,,,,[out of state 08],,
080350140062010,1,,[out of state 08],,,,,[out of state 08],,
080350140132016,1,,[out of state 08],,,,,[out of state 08],,
080350140143009,1,,[out of state 08],,,,,[out of state 08],,
080350141122002,1,,[out of state 08],,,,,[out of state 08],,
080350141281008,1,,[out of state 08],,,,,[out of state 08],,
080350141332012,1,,[out of state 08],,,,,[out of state 08],,
080350141381000,1,,[out of state 08],,,,,[out of state 08],,
080350141392019,1,,[out of state 08],,,,,[out of state 08],,
080350141443010,1,,[out of state 08],,,,,[out of state 08],,
080350142032002,1,,[out of state 08],,,,,[out of state 08],,
080350142061025,1,,[out of state 08],,,,,[out of state 08],,
080350144091035,1,,[out of state 08],,,,,[out of state 08],,
080350145061017,1,,[out of state 08],,,,,[out of state 08],,
080370004022002,1,,[out of state 08],,,,,[out of state 08],,
080410006003010,1,,[out of state 08],,,,,[out of state 08],,
080410016002004,1,,[out of state 08],,,,,[out of state 08],,
080410031004007,1,,[out of state 08],,,,,[out of state 08],,
080410039142001,1,,[out of state 08],,,,,[out of state 08],,
080410045131006,1,,[out of state 08],,,,,[out of state 08],,
080410045174008,1,,[out of state 08],,,,,[out of state 08],,
080410071032006,1,,[out of state 08],,,,,[out of state 08],,
080410072061035,1,,[out of state 08],,,,,[out of state 08],,
080410078011014,1,,[out of state 08],,,,,[out of state 08],,
080439782001060,1,,[out of state 08],,,,,[out of state 08],,
080490002071003,1,,[out of state 08],,,,,[out of state 08],,
080519637021006,1,,[out of state 08],,,,,[out of state 08],,
080590098282011,1,,[out of state 08],,,,,[out of state 08],,
080590098583022,1,,[out of state 08],,,,,[out of state 08],,
080590113001013,1,,[out of state 08],,,,,[out of state 08],,
080590114021013,1,,[out of state 08],,,,,[out of state 08],,
080590114022001,1,,[out of state 08],,,,,[out of state 08],,
080590117024002,1,,[out of state 08],,,,,[out of state 08],,
080590118061000,1,,[out of state 08],,,,,[out of state 08],,
080590120471013,1,,[out of state 08],,,,,[out of state 08],,
080590158003001,1,,[out of state 08],,,,,[out of state 08],,
081010029161014,1,,[out of state 08],,,,,[out of state 08],,
081190102034073,1,,[out of state 08],,,,,[out of state 08],,
090034711003003,1,,[out of state 09],,,,,[out of state 09],,
090034969007000,1,,[out of state 09],,,,,[out of state 09],,
090075415002001,1,,[out of state 09],,,,,[out of state 09],,
090076801023009,1,,[out of state 09],,,,,[out of state 09],,
090091547006008,1,,[out of state 09],,,,,[out of state 09],,
090091671024007,1,,[out of state 09],,,,,[out of state 09],,
090091710001010,1,,[out of state 09],,,,,[out of state 09],,
090091712022018,1,,[out of state 09],,,,,[out of state 09],,
090091841015006,1,,[out of state 09],,,,,[out of state 09],,
090091847003013,1,,[out of state 09],,,,,[out of state 09],,
090091903011000,1,,[out of state 09],,,,,[out of state 09],,
090091903025004,1,,[out of state 09],,,,,[out of state 09],,
110010002012001,1,,[out of state 11],,,,,[out of state 11],,
110010003003001,1,,[out of state 11],,,,,[out of state 11],,
110010005021007,1,,[out of state 11],,,,,[out of state 11],,
110010008022014,1,,[out of state 11],,,,,[out of state 11],,
110010008043023,1,,[out of state 11],,,,,[out of state 11],,
110010023012009,1,,[out of state 11],,,,,[out of state 11],,
110010046002003,1,,[out of state 11],,,,,[out of state 11],,
110010047032000,1,,[out of state 11],,,,,[out of state 11],,
110010056011000,1,,[out of state 11],,,,,[out of state 11],,
110010056013002,1,,[out of state 11],,,,,[out of state 11],,
110010080022006,1,,[out of state 11],,,,,[out of state 11],,
110010083022001,1,,[out of state 11],,,,,[out of state 11],,
110010096033000,1,,[out of state 11],,,,,[out of state 11],,
110010107002008,1,,[out of state 11],,,,,[out of state 11],,
120090611004009,1,,[out of state 12],,,,,[out of state 12],,
120090621084006,1,,[out of state 12],,,,,[out of state 12],,
120090621121002,1,,[out of state 12],,,,,[out of state 12],,
120090621152000,1,,[out of state 12],,,,,[out of state 12],,
120090623013018,1,,[out of state 12],,,,,[out of state 12],,
120090631061008,1,,[out of state 12],,,,,[out of state 12],,
120090631082006,1,,[out of state 12],,,,,[out of state 12],,
120090631092001,1,,[out of state 12],,,,,[out of state 12],,
120090641021007,1,,[out of state 12],,,,,[out of state 12],,
120090641022011,1,,[out of state 12],,,,,[out of state 12],,
120090641022024,1,,[out of state 12],,,,,[out of state 12],,
120090645002005,1,,[out of state 12],,,,,[out of state 12],,
120090645002019,1,,[out of state 12],,,,,[out of state 12],,
120090646011030,1,,[out of state 12],,,,,[out of state 12],,
120090651301013,1,,[out of state 12],,,,,[out of state 12],,
120090651302004,1,,[out of state 12],,,,,[out of state 12],,
120090652313004,1,,[out of state 12],,,,,[out of state 12],,
120090652371004,1,,[out of state 12],,,,,[out of state 12],,
120090686011013,1,,[out of state 12],,,,,[out of state 12],,
120090699043002,1,,[out of state 12],,,,,[out of state 12],,
120090713461020,1,,[out of state 12],,,,,[out of state 12],,
120090713482058,1,,[out of state 12],,,,,[out of state 12],,
120090713502009,1,,[out of state 12],,,,,[out of state 12],,
120090713541047,1,,[out of state 12],,,,,[out of state 12],,
120090716011018,1,,[out of state 12],,,,,[out of state 12],,
120110204172003,1,,[out of state 12],,,,,[out of state 12],,
120110405021001,1,,[out of state 12],,,,,[out of state 12],,
120110405023009,1,,[out of state 12],,,,,[out of state 12],,
120110405051001,1,,[out of state 12],,,,,[out of state 12],,
120110405061002,1,,[out of state 12],,,,,[out of state 12],,
120110406023001,1,,[out of state 12],,,,,[out of state 12],,
120110406024001,1,,[out of state 12],,,,,[out of state 12],,
120110408022025,1,,[out of state 12],,,,,[out of state 12],,
120110413004028,1,,[out of state 12],,,,,[out of state 12],,
120110420001012,1,,[out of state 12],,,,,[out of state 12],,
120110422002002,1,,[out of state 12],,,,,[out of state 12],,
120110423011005,1,,[out of state 12],,,,,[out of state 12],,
120110426012015,1,,[out of state 12],,,,,[out of state 12],,
120110429004021,1,,[out of state 12],,,,,[out of state 12],,
120110502073010,1,,[out of state 12],,,,,[out of state 12],,
