h_geocode,jobs,cty,ctyname,trct,zcta,zctaname,stplc,stplcname,blklatdd,blklondd
171770008001010,2,17177,"Stephenson County, IL",17177000800,61032,61032,1727884,"Freeport city, IL",42.2997928,-89.6360183
171770008002017,1,17177,"Stephenson County, IL",17177000800,61032,61032,1727884,"Freeport city, IL",42.2999707,-89.6244389
171770008004006,1,17177,"Stephenson County, IL",17177000800,61032,61032,1727884,"Freeport city, IL",42.2911111,-89.6135149
171770009001021,3,17177,"Stephenson County, IL",17177000900,61032,61032,1727884,"Freeport city, IL",42.3057726,-89.6416328
171770009002004,1,17177,"Stephenson County, IL",17177000900,61032,61032,1727884,"Freeport city, IL",42.3060278,-89.6578225
171770010001013,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.2908752,-89.6498198
171770010001014,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.2883538,-89.6466051
171770010002004,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.2923967,-89.6621868
171770010002008,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.29118,-89.6553058
171770010003001,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.2920467,-89.6778113
171770010003013,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.2891211,-89.6777849
171770010004002,1,17177,"Stephenson County, IL",17177001000,61032,61032,1727884,"Freeport city, IL",42.278847,-89.6594113
171770011002018,2,17177,"Stephenson County, IL",17177001100,61032,61032,1727884,"Freeport city, IL",42.2770731,-89.6387685
171770012001006,1,17177,"Stephenson County, IL",17177001200,61032,61032,1727884,"Freeport city, IL",42.2970585,-89.6315159
171770012002006,1,17177,"Stephenson County, IL",17177001200,61032,61032,1727884,"Freeport city, IL",42.2945282,-89.6221103
171770012003009,1,17177,"Stephenson County, IL",17177001200,61032,61032,1727884,"Freeport city, IL",42.2912792,-89.6303022
171770012004015,1,17177,"Stephenson County, IL",17177001200,61032,61032,1727884,"Freeport city, IL",42.2876535,-89.6227473
171770012005007,1,17177,"Stephenson County, IL",17177001200,61032,61032,1727884,"Freeport city, IL",42.2813866,-89.6181862
171770013002004,1,17177,"Stephenson County, IL",17177001300,61032,61032,1727884,"Freeport city, IL",42.289163,-89.6199808
171770013002007,1,17177,"Stephenson County, IL",17177001300,61032,61032,1727884,"Freeport city, IL",42.2892428,-89.6169486
171770013003008,1,17177,"Stephenson County, IL",17177001300,61032,61032,1727884,"Freeport city, IL",42.2877756,-89.6148239
171770013004016,1,17177,"Stephenson County, IL",17177001300,61032,61032,1727884,"Freeport city, IL",42.2751364,-89.6118829
171790201001031,1,17179,"Tazewell County, IL",17179020100,61611,61611,1722164,"East Peoria city, IL",40.6680733,-89.5591548
171790201002009,1,17179,"Tazewell County, IL",17179020100,61611,61611,1722164,"East Peoria city, IL",40.6697937,-89.5657264
171790203011038,1,17179,"Tazewell County, IL",17179020301,61611,61611,1722164,"East Peoria city, IL",40.6467156,-89.5127132
171790203012041,1,17179,"Tazewell County, IL",17179020301,61611,61611,1722164,"East Peoria city, IL",40.648328,-89.5437548
171790203021012,1,17179,"Tazewell County, IL",17179020302,61611,61611,1722164,"East Peoria city, IL",40.6592146,-89.5792581
171790203024010,1,17179,"Tazewell County, IL",17179020302,61611,61611,1722164,"East Peoria city, IL",40.6657943,-89.5778954
171790203024025,1,17179,"Tazewell County, IL",17179020302,61611,61611,1722164,"East Peoria city, IL",40.6538947,-89.5716762
171790204003021,1,17179,"Tazewell County, IL",17179020400,61610,61610,1717549,"Creve Coeur village, IL",40.6505867,-89.5987338
171790204003030,1,17179,"Tazewell County, IL",17179020400,61610,61610,1717549,"Creve Coeur village, IL",40.6411726,-89.6054076
171790206001073,1,17179,"Tazewell County, IL",17179020600,61554,61554,1758447,"Pekin city, IL",40.5752546,-89.6451942
171790208001019,1,17179,"Tazewell County, IL",17179020800,61554,61554,1758447,"Pekin city, IL",40.5757354,-89.6488662
171790208002041,1,17179,"Tazewell County, IL",17179020800,61554,61554,1758447,"Pekin city, IL",40.5708964,-89.6354349
171790210003002,1,17179,"Tazewell County, IL",17179021000,61554,61554,1758447,"Pekin city, IL",40.5662419,-89.6457073
171790210004009,1,17179,"Tazewell County, IL",17179021000,61554,61554,1758447,"Pekin city, IL",40.5604336,-89.641483
171790210005035,1,17179,"Tazewell County, IL",17179021000,61554,61554,1758447,"Pekin city, IL",40.5552454,-89.6484906
171790211011021,1,17179,"Tazewell County, IL",17179021101,61554,61554,1758447,"Pekin city, IL",40.5728709,-89.6226641
171790211013008,1,17179,"Tazewell County, IL",17179021101,61554,61554,1758447,"Pekin city, IL",40.5765405,-89.6215246
171790211021025,1,17179,"Tazewell County, IL",17179021102,61554,61554,1758447,"Pekin city, IL",40.5529753,-89.610973
171790211024001,2,17179,"Tazewell County, IL",17179021102,61554,61554,1758447,"Pekin city, IL",40.5565735,-89.62059
171790212012006,1,17179,"Tazewell County, IL",17179021201,61571,61571,1779033,"Washington city, IL",40.7270588,-89.4475719
171790212021003,1,17179,"Tazewell County, IL",17179021202,61611,61611,1722164,"East Peoria city, IL",40.695895,-89.5341211
171790212032012,1,17179,"Tazewell County, IL",17179021203,61611,61611,1722164,"East Peoria city, IL",40.6870129,-89.5132128
171790212032023,1,17179,"Tazewell County, IL",17179021203,61611,61611,9999999,"Tazewell County, IL",40.6909551,-89.5095551
171790215001001,1,17179,"Tazewell County, IL",17179021500,61611,61611,9999999,"Tazewell County, IL",40.6549499,-89.5056009
171790215001017,1,17179,"Tazewell County, IL",17179021500,61550,61550,1750621,"Morton village, IL",40.6420784,-89.4914027
171790215001025,1,17179,"Tazewell County, IL",17179021500,61550,61550,1750621,"Morton village, IL",40.6365672,-89.4952634
171790215001029,1,17179,"Tazewell County, IL",17179021500,61550,61550,1750621,"Morton village, IL",40.6369485,-89.4904929
171790215004043,1,17179,"Tazewell County, IL",17179021500,61611,61611,1722164,"East Peoria city, IL",40.6212618,-89.5479269
171790216061030,1,17179,"Tazewell County, IL",17179021606,61550,61550,1750621,"Morton village, IL",40.601733,-89.4414183
171790216063008,1,17179,"Tazewell County, IL",17179021606,61550,61550,1750621,"Morton village, IL",40.5982959,-89.4703726
171790217012028,1,17179,"Tazewell County, IL",17179021701,61755,61755,1745785,"Mackinaw village, IL",40.5351492,-89.3599022
171790217012033,1,17179,"Tazewell County, IL",17179021701,61755,61755,1745785,"Mackinaw village, IL",40.5331871,-89.3504247
171790217012070,1,17179,"Tazewell County, IL",17179021701,61755,61755,9999999,"Tazewell County, IL",40.5102094,-89.3689444
171790217013043,1,17179,"Tazewell County, IL",17179021701,61755,61755,1745785,"Mackinaw village, IL",40.5397557,-89.3572724
171790217014018,1,17179,"Tazewell County, IL",17179021701,61755,61755,1734272,"Heritage Lake CDP, IL",40.5491675,-89.3336582
171790217014028,1,17179,"Tazewell County, IL",17179021701,61755,61755,1734272,"Heritage Lake CDP, IL",40.5384441,-89.3362478
171790217023011,1,17179,"Tazewell County, IL",17179021702,61568,61568,1775965,"Tremont village, IL",40.5302063,-89.4930378
171790217024014,1,17179,"Tazewell County, IL",17179021702,61554,61554,9999999,"Tazewell County, IL",40.5264659,-89.5506429
171790217024029,1,17179,"Tazewell County, IL",17179021702,61568,61568,9999999,"Tazewell County, IL",40.5080743,-89.5162598
171790217024043,1,17179,"Tazewell County, IL",17179021702,61568,61568,9999999,"Tazewell County, IL",40.5081289,-89.5779389
171790218021076,1,17179,"Tazewell County, IL",17179021802,61546,61546,9999999,"Tazewell County, IL",40.5208923,-89.7804409
171790219001004,1,17179,"Tazewell County, IL",17179021900,61568,61568,9999999,"Tazewell County, IL",40.4673557,-89.5117669
171790219005068,1,17179,"Tazewell County, IL",17179021900,61734,61734,1719226,"Delavan city, IL",40.3704058,-89.5466268
171790219005084,1,17179,"Tazewell County, IL",17179021900,61734,61734,1719226,"Delavan city, IL",40.3675202,-89.5450836
171790220001062,1,17179,"Tazewell County, IL",17179022000,61759,61759,1749555,"Minier village, IL",40.4362351,-89.3141267
171790220001084,1,17179,"Tazewell County, IL",17179022000,61759,61759,1749555,"Minier village, IL",40.431914,-89.3161364
171790220003014,2,17179,"Tazewell County, IL",17179022000,61568,61568,9999999,"Tazewell County, IL",40.4674984,-89.4636378
171790221002044,1,17179,"Tazewell County, IL",17179022100,61571,61571,1779033,"Washington city, IL",40.7023987,-89.4020752
171790222001017,1,17179,"Tazewell County, IL",17179022200,61571,61571,1779033,"Washington city, IL",40.7018112,-89.4218707
171790222001023,1,17179,"Tazewell County, IL",17179022200,61571,61571,1779033,"Washington city, IL",40.6948511,-89.4284214
171790222004009,1,17179,"Tazewell County, IL",17179022200,61571,61571,1779033,"Washington city, IL",40.7009238,-89.4525582
171790223002011,1,17179,"Tazewell County, IL",17179022300,61571,61571,1779033,"Washington city, IL",40.7172478,-89.4277811
171790223002012,1,17179,"Tazewell County, IL",17179022300,61571,61571,1779033,"Washington city, IL",40.7142656,-89.4289911
171790223002027,1,17179,"Tazewell County, IL",17179022300,61571,61571,1779033,"Washington city, IL",40.7131297,-89.4340126
171790224001015,1,17179,"Tazewell County, IL",17179022400,61571,61571,1779033,"Washington city, IL",40.6950344,-89.4817177
171790224003004,1,17179,"Tazewell County, IL",17179022400,61571,61571,1722164,"East Peoria city, IL",40.6862111,-89.4962409
171819501003101,1,17181,"Union County, IL",17181950100,62906,62906,9999999,"Union County, IL",37.4755379,-89.2235672
171819504002010,1,17181,"Union County, IL",17181950400,62906,62906,1701543,"Anna city, IL",37.4678602,-89.2463924
171819504003044,1,17181,"Union County, IL",17181950400,62906,62906,1701543,"Anna city, IL",37.4576068,-89.2490942
171819504004031,1,17181,"Union County, IL",17181950400,62906,62906,1701543,"Anna city, IL",37.4491878,-89.2357414
171819505004002,1,17181,"Union County, IL",17181950500,62926,62926,9999999,"Union County, IL",37.4361649,-89.0601972
171830001001051,1,17183,"Vermilion County, IL",17183000100,61832,61832,1718563,"Danville city, IL",40.128645,-87.629295
171830003001009,1,17183,"Vermilion County, IL",17183000300,61832,61832,1718563,"Danville city, IL",40.1322649,-87.6077419
171830004002000,1,17183,"Vermilion County, IL",17183000400,61832,61832,1718563,"Danville city, IL",40.1452383,-87.5947488
171830004002043,1,17183,"Vermilion County, IL",17183000400,61832,61832,1718563,"Danville city, IL",40.1395528,-87.6120645
171830005001005,1,17183,"Vermilion County, IL",17183000500,61832,61832,1718563,"Danville city, IL",40.1490266,-87.6270775
171830005003011,1,17183,"Vermilion County, IL",17183000500,61832,61832,1718563,"Danville city, IL",40.1582125,-87.6003552
171830007001032,1,17183,"Vermilion County, IL",17183000700,61832,61832,9999999,"Vermilion County, IL",40.1545445,-87.6464954
171830007002000,1,17183,"Vermilion County, IL",17183000700,61832,61832,1718563,"Danville city, IL",40.1553084,-87.6309951
171830008002045,1,17183,"Vermilion County, IL",17183000800,61832,61832,9999999,"Vermilion County, IL",40.1406608,-87.6568463
171830009002036,1,17183,"Vermilion County, IL",17183000900,61832,61832,9999999,"Vermilion County, IL",40.120908,-87.6904837
171830013001009,1,17183,"Vermilion County, IL",17183001300,61834,61834,9999999,"Vermilion County, IL",40.1820303,-87.6829219
171830013002005,1,17183,"Vermilion County, IL",17183001300,61832,61832,9999999,"Vermilion County, IL",40.1993079,-87.6399785
171830101003217,1,17183,"Vermilion County, IL",17183010100,60963,60963,9999999,"Vermilion County, IL",40.3883938,-87.8215226
171830102001045,1,17183,"Vermilion County, IL",17183010200,60942,60942,1736061,"Hoopeston city, IL",40.4662673,-87.6869745
171830102004045,1,17183,"Vermilion County, IL",17183010200,60942,60942,1736061,"Hoopeston city, IL",40.4643985,-87.667565
171830102005042,1,17183,"Vermilion County, IL",17183010200,60942,60942,1736061,"Hoopeston city, IL",40.463902,-87.6811854
171830103002001,1,17183,"Vermilion County, IL",17183010300,61865,61865,9999999,"Vermilion County, IL",40.3171182,-87.7972977
171830103003117,1,17183,"Vermilion County, IL",17183010300,61811,61811,9999999,"Vermilion County, IL",40.2864351,-87.5703893
171830105003007,1,17183,"Vermilion County, IL",17183010500,61832,61832,9999999,"Vermilion County, IL",40.07542,-87.6285842
171830106002027,1,17183,"Vermilion County, IL",17183010600,61883,61883,1780931,"Westville village, IL",40.0316647,-87.6406556
171830107021014,1,17183,"Vermilion County, IL",17183010702,61858,61858,9999999,"Vermilion County, IL",40.1153482,-87.7143763
171830108003051,1,17183,"Vermilion County, IL",17183010800,61858,61858,1755002,"Oakwood village, IL",40.1096012,-87.778846
171830109002203,1,17183,"Vermilion County, IL",17183010900,61810,61810,1700880,"Allerton village, IL",39.9082865,-87.9371509
171830109003029,1,17183,"Vermilion County, IL",17183010900,61850,61850,1737348,"Indianola village, IL",39.9265516,-87.7396167
171830110002036,1,17183,"Vermilion County, IL",17183011000,61846,61846,1728963,"Georgetown city, IL",39.9815191,-87.6375726
171830110003000,1,17183,"Vermilion County, IL",17183011000,61846,61846,1728963,"Georgetown city, IL",39.9760409,-87.6308771
171830111002014,1,17183,"Vermilion County, IL",17183011100,61846,61846,1755886,"Olivet CDP, IL",39.9434704,-87.6522643
171859574002031,1,17185,"Wabash County, IL",17185957400,62863,62863,1750868,"Mount Carmel city, IL",38.4171165,-87.7663951
171859575002027,1,17185,"Wabash County, IL",17185957500,62863,62863,1750868,"Mount Carmel city, IL",38.4087636,-87.7740454
171859575002033,1,17185,"Wabash County, IL",17185957500,62863,62863,1750868,"Mount Carmel city, IL",38.4086253,-87.7720113
171878701002074,1,17187,"Warren County, IL",17187870100,61447,61447,9999999,"Warren County, IL",40.8391692,-90.7215097
171878703003056,1,17187,"Warren County, IL",17187870300,61423,61423,9999999,"Warren County, IL",40.9300981,-90.5128686
171878705001046,1,17187,"Warren County, IL",17187870500,61462,61462,1750010,"Monmouth city, IL",40.9069212,-90.634759
171878705004003,1,17187,"Warren County, IL",17187870500,61462,61462,1750010,"Monmouth city, IL",40.9117556,-90.6598857
171899501004150,1,17189,"Washington County, IL",17189950100,62877,62877,1763719,"Richview village, IL",38.3790885,-89.1783659
171919550003042,1,17191,"Wayne County, IL",17191955000,62899,62899,9999999,"Wayne County, IL",38.5406897,-88.6773338
171919550004088,1,17191,"Wayne County, IL",17191955000,62851,62851,9999999,"Wayne County, IL",38.3976857,-88.6255722
171919553003000,1,17191,"Wayne County, IL",17191955300,62895,62895,1779436,"Wayne City village, IL",38.3527698,-88.5931794
171919553004020,1,17191,"Wayne County, IL",17191955300,62814,62814,9999999,"Wayne County, IL",38.3645282,-88.6718314
171939580003001,1,17193,"White County, IL",17193958000,62821,62821,1711293,"Carmi city, IL",38.0937095,-88.1683259
171939581004012,1,17193,"White County, IL",17193958100,62821,62821,1711293,"Carmi city, IL",38.0781027,-88.1753714
171950003003029,1,17195,"Whiteside County, IL",17195000300,61270,61270,1750530,"Morrison city, IL",41.8092846,-89.9765957
171950003003031,1,17195,"Whiteside County, IL",17195000300,61270,61270,9999999,"Whiteside County, IL",41.7923272,-89.9765676
171950004001066,1,17195,"Whiteside County, IL",17195000400,61252,61252,9999999,"Whiteside County, IL",41.8570689,-90.1520173
171950007002015,1,17195,"Whiteside County, IL",17195000700,61277,61277,9999999,"Whiteside County, IL",41.6537281,-89.980919
171950009001018,1,17195,"Whiteside County, IL",17195000900,61081,61081,1772546,"Sterling city, IL",41.8020276,-89.7041927
171950010002038,1,17195,"Whiteside County, IL",17195001000,61081,61081,1772546,"Sterling city, IL",41.7901514,-89.7194945
171950010004000,1,17195,"Whiteside County, IL",17195001000,61081,61081,1772546,"Sterling city, IL",41.7978039,-89.7242794
171950013001016,1,17195,"Whiteside County, IL",17195001300,61081,61081,1772546,"Sterling city, IL",41.8053002,-89.6722852
171950013002005,1,17195,"Whiteside County, IL",17195001300,61081,61081,1772546,"Sterling city, IL",41.8073961,-89.6649404
171978801051009,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6956081,-88.119394
171978801051013,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6929107,-88.1182142
171978801051014,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6908657,-88.1176572
171978801051018,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6915703,-88.1121177
171978801052005,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.7021886,-88.1008563
171978801052007,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6946145,-88.0973836
171978801052008,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6960617,-88.1003495
171978801052009,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6953373,-88.0986351
171978801053010,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.7010781,-88.1128002
171978801053011,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.7000349,-88.1112971
171978801054001,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.704784,-88.1070223
171978801054003,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.7026453,-88.1039984
171978801054012,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.7005398,-88.1093463
171978801054013,2,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6936223,-88.1081757
171978801054017,1,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6943058,-88.1041377
171978801054018,2,17197,"Will County, IL",17197880105,60440,60440,1707133,"Bolingbrook village, IL",41.6923097,-88.104057
171978801061000,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.706247,-88.0890192
171978801061004,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.7042815,-88.0930411
171978801061005,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.7050468,-88.0903265
171978801061007,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.7030456,-88.0944799
171978801062001,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.7019212,-88.0897278
171978801062003,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.7007069,-88.0903053
171978801062007,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.6991394,-88.0883596
171978801063002,2,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.6961706,-88.0953427
171978801063007,2,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.6915438,-88.093543
171978801063013,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.694896,-88.0945007
171978801063014,1,17197,"Will County, IL",17197880106,60440,60440,1707133,"Bolingbrook village, IL",41.6921309,-88.0960081
171978801071000,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7153422,-88.0695381
171978801071005,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.71088,-88.078603
171978801071006,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.706243,-88.0801489
171978801071011,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7087745,-88.0773975
171978801071012,2,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7079353,-88.0758
171978801072000,2,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7062817,-88.0731772
171978801072003,2,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.703906,-88.0766215
171978801072004,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7073368,-88.0739949
171978801072007,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7073358,-88.0700124
171978801073005,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7030418,-88.0873393
171978801073006,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7014652,-88.0777747
171978801073009,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7001013,-88.086234
171978801074005,1,17197,"Will County, IL",17197880107,60440,60440,1707133,"Bolingbrook village, IL",41.7014537,-88.0748967
171978801091002,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7253594,-88.0513179
171978801091003,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7217901,-88.0515795
171978801091008,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.717011,-88.0549744
171978801092003,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7251258,-88.0443066
171978801092004,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7256649,-88.0424092
171978801093004,3,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.712635,-88.0676093
171978801093010,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7141712,-88.066022
171978801094002,2,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.724387,-88.0617369
171978801094011,1,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7188585,-88.0563685
171978801094012,2,17197,"Will County, IL",17197880109,60440,60440,1707133,"Bolingbrook village, IL",41.7165694,-88.0588735
171978801111000,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7035987,-88.063518
171978801111004,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7001294,-88.0669064
171978801112000,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7051918,-88.058558
171978801112006,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7010659,-88.0594766
171978801113003,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7001768,-88.05166
171978801113005,1,17197,"Will County, IL",17197880111,60440,60440,1707133,"Bolingbrook village, IL",41.7025675,-88.050031
171978801121007,1,17197,"Will County, IL",17197880112,60440,60440,1707133,"Bolingbrook village, IL",41.7019743,-88.0431961
171978801121008,1,17197,"Will County, IL",17197880112,60440,60440,1707133,"Bolingbrook village, IL",41.7005,-88.0431181
171978801121009,1,17197,"Will County, IL",17197880112,60440,60440,1707133,"Bolingbrook village, IL",41.701138,-88.0440053
171978801122001,1,17197,"Will County, IL",17197880112,60440,60440,1707133,"Bolingbrook village, IL",41.7060413,-88.0413342
171978801122003,1,17197,"Will County, IL",17197880112,60440,60440,1707133,"Bolingbrook village, IL",41.704112,-88.0450338
171978801131000,4,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6895688,-88.0643575
171978801131004,1,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.696727,-88.0631808
171978801132010,1,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6941526,-88.0549863
171978801132011,1,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6949903,-88.0550152
171978801132014,1,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6949947,-88.0501806
171978801132015,1,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6933292,-88.0550345
171978801133000,3,17197,"Will County, IL",17197880113,60440,60440,1707133,"Bolingbrook village, IL",41.6920377,-88.066247
171978801141004,2,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6867905,-88.0789083
171978801142000,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6897953,-88.08504
171978801142002,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.686661,-88.0842027
171978801142004,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6866026,-88.0864812
171978801142006,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6838756,-88.0852597
171978801142008,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6851196,-88.0840594
171978801142009,1,17197,"Will County, IL",17197880114,60440,60440,1707133,"Bolingbrook village, IL",41.6858587,-88.0851625
171978801151000,2,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6972131,-88.071063
171978801151001,3,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6941504,-88.0737766
171978801151002,1,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6964033,-88.0720153
171978801151003,1,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6925983,-88.0761428
171978801152008,1,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6931585,-88.0801941
171978801152009,1,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6935725,-88.0799351
171978801152010,2,17197,"Will County, IL",17197880115,60440,60440,1707133,"Bolingbrook village, IL",41.6928454,-88.0821747
171978801161000,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7167099,-88.0518873
171978801161007,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7079366,-88.0489057
171978801161010,2,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7073121,-88.0570296
171978801162000,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7152629,-88.0554036
171978801162003,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7116113,-88.0607424
171978801162005,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7113153,-88.0631153
171978801162011,2,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7100911,-88.0653259
171978801162015,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7066994,-88.06334
171978801162018,1,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7081692,-88.0659817
171978801162020,2,17197,"Will County, IL",17197880116,60440,60440,1707133,"Bolingbrook village, IL",41.7068422,-88.0601324
171978801172003,1,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7116244,-88.0496883
171978801172005,1,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7097144,-88.046674
171978801172008,1,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7080152,-88.0409691
171978801172010,1,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7072269,-88.0448493
171978801172011,1,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7098014,-88.0485194
171978801173002,2,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.7158965,-88.0483345
171978801173003,4,17197,"Will County, IL",17197880117,60440,60440,1707133,"Bolingbrook village, IL",41.714829,-88.0463183
171978801181002,1,17197,"Will County, IL",17197880118,60565,60565,1751622,"Naperville city, IL",41.7261019,-88.108694
