GEOID,pop,scenario,today
170318380001,940,65,65
170318380002,1711,67,67
170318381001,18,65,65
170318381002,1803,60,60
170318382001,1253,71,69
170318382002,422,71,70
170318383001,1230,62,62
170318383002,1350,61,61
170318386001,742,69,76
170318386002,776,74,74
170318387001,1798,77,79
170318387002,1051,78,81
170318387003,643,75,81
170318387004,640,74,77
170318388001,595,,
170318388002,2507,,
170318390001,3869,57,57
170318390002,4290,62,62
170318390003,1334,58,58
170318390004,942,56,56
170318391001,5019,50,50
170318391002,3215,52,52
170318392001,1127,75,75
170318392002,1622,76,76
170318395001,1590,77,78
170318396001,736,79,80
170318396002,993,78,79
170318397001,1339,80,80
170318397002,1445,77,77
170318397003,1761,79,79
170318398001,739,78,78
170318398002,1186,79,79
170318398003,761,77,77
170318399001,627,76,76
170318399002,1644,79,79
170318399003,848,78,78
170318399004,702,79,79
170318399005,610,79,79
170318400001,1830,77,77
170318400002,1171,76,76
170318401001,1059,78,79
170318401002,1970,81,82
170318402001,2497,78,79
170318403001,1089,79,80
170318403002,1103,80,81
170318403003,2004,77,78
170318404001,1438,78,79
170318404002,1931,80,81
170318407001,893,72,72
170318407002,1276,76,76
170318407003,1731,71,71
170318408001,2147,82,87
170318408002,1185,85,89
170318410001,1136,72,73
170318411001,1650,66,66
170318411002,2268,67,67
170318411003,2002,69,71
170318411004,1436,64,64
170318412001,1287,72,74
170318412002,1831,68,70
170318412003,1755,71,74
170318413001,990,75,76
170318413002,1696,74,74
170318413003,798,76,76
170318413004,689,78,78
170318415001,1447,70,74
170318415002,1457,74,77
170318417001,1509,75,75
170318418001,689,,
170318418002,1715,89,
170318419001,2679,59,59
170318419002,3821,64,66
170318420001,901,76,76
170318420002,1689,73,73
170318421001,1294,58,70
170318421002,1071,61,71
170318421003,1019,62,67
170318421004,1164,58,64
170318421005,1137,63,64
170318421006,965,62,66
170318422001,4212,56,57
170318423001,1502,45,45
170318423002,2027,49,49
170318424001,438,83,89
170318424002,2603,86,86
170318425001,2644,,
170318426001,1411,86,86
170318426002,909,,
170318426003,881,86,86
170318426004,1044,84,84
170318428001,1212,89,
170318428002,1414,89,89
170318428003,1135,89,
170318428004,1116,85,86
170318428005,1338,,
170318428006,1422,,
170318429001,2480,76,76
170318430001,1694,71,74
170318430002,1186,73,79
170318431001,1046,70,77
170318431002,701,74,75
170318432001,1352,74,74
170318432002,1070,73,73
170318433001,1572,74,74
170318434001,1524,80,80
170318435001,6030,87,87
170318436001,1504,86,87
170318436002,1585,84,85
170318437001,1169,52,52
170318437002,1375,50,50
170318438001,1158,83,83
170318438002,842,86,86
170318439001,928,85,
170318439002,487,80,
170318439003,743,87,87
170318439004,658,89,89
170318439005,850,86,86
170318446001,1776,80,80
170318447001,692,77,77
170318447002,705,74,74
170318447003,945,75,75
170319801001,18,,
170438400001,1616,,
170438400002,1219,,
170438401011,1187,,
170438401012,1588,,
170438401013,1447,,
170438401014,1458,75,75
170438401021,1552,,
170438401022,1538,,
170438401023,1644,,
170438401031,1491,,
170438401032,1920,,
170438401033,1370,,
170438401034,1659,,
170438401041,1376,,
170438401042,1127,,
170438401043,1004,,
170438401044,1116,,
170438401045,1408,,
170438402011,2251,,
170438402012,2320,,
170438402013,1777,,
170438402021,1310,,
170438402022,1175,,
170438402023,1239,,
170438402024,1341,,
170438403031,1262,,
170438403032,2335,,
170438403041,1686,,
170438403042,995,,
170438403043,946,,
170438406001,1373,83,83
170438406002,1650,,
170438406003,2045,,
170438407031,2070,,
170438407032,2225,,
170438407041,1118,,
170438407042,2099,,
170438407051,2339,,
170438407052,1420,,
170438407061,1690,,
170438407062,1680,,
170438408011,1781,70,70
170438408012,840,88,
170438408021,1053,,
170438408022,1052,,
170438408023,1319,66,66
170438408024,1050,,
170438408025,1392,72,72
170438409011,1890,,
170438409012,1943,,
170438409041,1326,,
170438409042,935,,
170438409043,1349,,
170438409061,1304,,
170438409062,1666,,
170438409071,1810,,
170438409072,856,,
170438409073,1992,,
170438409081,1373,,
170438409082,1595,,
170438409083,1452,,
170438409101,1106,,
170438409102,1143,,
170438409103,1263,,
170438409104,1406,,
170438409111,1136,,
170438409112,1989,,
170438410021,2174,,
170438410022,1147,,
170438410031,1748,,
170438410032,1883,,
170438410041,1592,,
170438410042,1888,,
170438411021,1537,,
170438411022,1307,,
170438411023,1259,,
170438411024,1684,,
170438411031,1452,,
170438411032,2323,,
170438411041,956,,
170438411042,914,,
170438411043,1136,,
170438411044,1405,,
170438411081,1463,,
170438411082,1183,,
170438411083,1943,,
170438411091,986,,
170438411092,1969,,
170438411093,1102,,
170438411101,1215,,
170438411102,1191,,
170438411103,1072,,
170438411111,1897,,
170438411112,1754,,
170438411121,1802,,
170438411122,1310,,
170438411131,1679,,
170438411132,2207,,
170438411141,1683,,
170438411142,2793,,
170438412041,1154,,
170438412042,1056,,
170438412043,1397,,
170438412044,1451,,
170438412045,916,,
170438412051,1676,,
170438412052,1665,,
170438412053,1165,,
170438412061,1739,,
170438412062,1551,,
170438412063,971,,
170438412064,1616,,
170438412071,1635,,
170438412072,1310,,
170438412081,1996,,
170438412082,1486,,
170438412083,1566,,
170438412091,2063,,
170438412092,1889,,
170438412101,1197,,
170438412102,2127,,
170438412103,1061,,
170438413071,1207,,
170438413072,1696,,
170438413073,1220,,
170438413074,1676,,
170438413081,1073,,
170438413082,1380,,
170438413083,1575,,
170438413101,2647,,
170438413102,865,,
170438413121,1646,,
170438413122,2149,,
170438413131,2872,,
170438413141,1421,,
170438413142,1280,,
170438413143,1046,,
170438413144,1333,,
170438413145,1208,,
170438413151,1710,,
170438413152,1661,,
170438413161,1750,,
170438413162,1805,,
170438413181,1431,,
170438413182,1404,,
170438413201,1369,,
170438413202,1244,,
170438413211,2391,,
170438413221,1597,,
170438413222,1263,,
170438413223,1466,,
170438413231,1744,,
170438413232,1358,,
170438413241,1338,,
170438413242,1345,,
170438413251,1225,,
170438413252,1053,,
170438413253,1691,,
170438413254,1566,,
170438413261,1755,,
170438413262,1601,,
170438413271,1564,,
170438413272,1348,,
170438413273,1454,,
170438414011,2008,,
170438414012,1807,,
170438414013,1860,,
170438414014,1219,,
170438414031,1244,,
170438414032,1125,,
170438414033,1530,,
170438414041,1404,,
170438414042,1819,,
170438415011,1237,,
170438415012,1908,,
170438415013,2782,,
170438415031,1581,,
170438415032,2019,,
170438415041,1429,,
170438415042,1541,,
170438416031,1165,,
170438416032,1914,,
170438416033,1630,,
170438416041,2146,,
170438416042,2023,,
170438416051,1114,,
170438416052,1101,,
170438416053,1337,,
170438416061,2065,,
170438416071,1535,,
170438416072,1441,,
170438416073,1908,,
170438417041,1419,,
170438417042,1811,,
170438417043,1379,,
170438417051,1277,,
170438417052,1329,,
170438417053,985,,
170438417054,2267,,
170438417061,2554,,
170438417062,2010,,
170438417071,1523,,
170438417072,1782,,
170438417081,1640,,
170438417082,2074,,
170438417083,880,,
170438418011,1499,,
170438418012,1926,,
170438418013,1880,,
170438418021,2082,,
170438418022,1799,,
170438418023,1634,,
170438419011,1256,,
170438419012,1211,,
170438419021,1409,,
170438419022,2679,,
170438420001,1329,,
170438420002,1470,,
170438420003,1601,,
170438421001,1217,,
170438421002,1444,,
170438421003,2148,,
170438421004,1082,,
170438422001,1854,,
170438422002,1167,,
170438422003,1710,,
170438423001,1211,,
170438423002,1246,,
170438423003,1127,,
170438424001,1564,,
170438424002,1195,,
170438424003,1363,,
170438424004,940,,
170438425001,1575,,
170438425002,756,,
170438425003,1247,,
170438426011,1675,,
170438426012,1124,,
170438426013,1308,,
170438426021,1416,,
170438426022,1152,,
170438426023,1767,,
170438426031,1591,,
170438426032,2768,,
170438426041,1019,,
170438426042,1290,,
170438426043,1185,,
170438426044,889,,
170438426051,1788,,
170438426052,1234,,
170438426053,1267,,
170438427021,1064,,
170438427022,1639,,
170438427023,1776,,
170438427031,1419,,
170438427032,1131,,
170438427033,1489,,
170438427041,1759,,
170438427042,1200,,
170438427043,977,,
170438427044,1279,,
170438427061,1530,,
170438427062,1397,,
170438427063,1860,,
170438427081,986,,
170438427082,1565,,
170438427091,1096,,
170438427092,1337,,
170438427093,1038,,
170438427101,1118,,
170438427102,1045,,
170438427103,1642,,
170438427111,1464,,
170438427112,1346,,
170438428001,1243,78,78
170438428002,1115,,
170438428003,1379,88,88
170438428004,1044,84,84
170438429001,2276,78,78
170438429002,2110,80,81
170438429003,1636,81,82
170438430001,1253,,
170438430002,1682,,
170438430003,1152,,
170438431001,1162,88,
170438431002,1251,,
170438431003,1557,,
170438432001,1048,,
170438432002,1397,,
170438432003,1570,,
170438432004,1320,,
170438433011,1161,,
170438433012,1399,,
170438433013,1460,,
170438433021,1649,,
170438433022,1310,,
170438434001,1169,,
170438434002,1274,,
170438434003,1049,,
170438435001,1905,,
170438435002,1564,,
170438435003,703,,
170438435004,1356,,
170438436011,1442,,
170438436012,968,,
170438436013,1016,,
170438436021,1530,,
170438436022,1576,,
170438437001,1317,,
170438437002,1553,,
170438437003,1503,,
170438438001,1956,,
170438438002,1477,,
170438439001,1177,88,88
170438439002,1377,,
170438439003,1662,,
170438440011,1808,,
170438440012,1908,,
170438440021,1135,89,89
170438440022,1715,,
170438440023,1355,84,84
170438441001,1513,,
170438441002,1270,,
170438441003,1294,,
170438442011,879,,
170438442012,1883,,
170438442013,1845,,
170438442014,1215,,
170438442021,1519,,
170438442022,1222,,
170438443041,1728,,
170438443042,1053,,
170438443043,1296,,
170438443051,1423,,
170438443052,1441,,
170438443053,1098,,
170438443061,3039,,
170438443062,1341,,
170438443063,1576,,
170438443071,1378,,
170438443072,775,,
170438443073,1596,,
170438443081,2383,,
170438443091,912,,
170438443092,1478,,
170438443101,606,,
170438443102,1811,,
170438444011,1600,,
170438444012,1050,,
170438444013,1425,,
170438444021,1255,,
170438444022,1197,,
170438444023,1217,,
170438444024,1001,,
170438445011,1667,,
170438445012,1610,,
170438445021,1485,,
170438445022,1762,,
170438446011,1305,,
170438446012,1715,,
170438446013,607,,
170438446021,1702,,
170438446022,1351,89,89
170438446023,2233,,
170438447011,959,,
170438447012,1019,,
170438447013,1119,,
170438447014,1168,,
170438447021,1768,,
170438447022,1440,,
170438447023,1291,,
170438447024,1102,,
170438448011,1334,,
170438448012,1664,,
170438448013,1378,,
170438448021,1520,,
170438448022,1952,,
170438449011,2029,,
170438449012,1687,,
170438449021,1163,,
170438449022,1448,,
170438449023,1618,,
170438450001,1160,,
170438450002,1374,,
170438450003,1557,,
170438450004,1367,,
170438451001,1427,,
170438451002,2097,,
170438451003,1277,,
170438451004,1721,,
170438452001,1412,,
170438452002,1581,,
170438452003,1854,,
170438453001,1635,,
170438453002,1531,,
170438454011,1614,,
170438454012,955,,
170438454013,1087,,
170438454021,1120,,
170438454022,1940,,
170438455021,1239,,
170438455022,1082,,
170438455023,697,,
170438455024,1670,,
170438455025,725,,
170438455051,1084,,
170438455052,1860,,
170438455053,1122,,
170438455061,1682,,
170438455062,2313,,
170438455071,1696,,
170438455072,1727,,
170438455081,2006,,
170438455082,1747,,
170438455091,1545,,
170438455092,1789,,
170438455101,1270,,
170438455102,2038,,
170438456011,1904,,
170438456012,1241,,
170438456013,1209,,
170438456021,1474,,
170438456022,1817,,
170438456023,1674,,
170438457011,1693,,
170438457012,1037,,
170438457013,1205,,
170438457021,1011,,
170438457022,1511,,
170438457023,1420,,
170438457024,897,,
170438457031,889,,
170438457032,912,,
170438457033,1062,,
170438457034,1719,,
170438457041,1314,,
170438457042,1752,,
170438457043,1830,,
170438458021,1371,,
170438458022,1001,,
170438458023,1317,,
170438458031,2304,,
170438458032,2108,,
170438458033,1237,,
170438458051,1427,,
170438458052,912,,
170438458053,1806,,
170438458071,1065,,
170438458072,1263,,
170438458073,1354,,
170438458074,1276,,
170438458075,1142,,
170438458081,1737,,
170438458082,2131,,
170438458091,955,,
170438458092,932,,
170438458093,2487,,
170438458101,1515,,
170438458102,1433,,
170438458103,1119,,
170438458111,1674,,
170438458112,2217,,
170438459011,1509,,
170438459012,1909,,
170438459021,1623,,
170438459022,1866,,
170438460021,1536,,
170438460022,1331,,
170438460023,1870,,
170438460031,1069,,
170438460032,1282,,
170438460033,1002,,
170438460034,1137,,
170438460041,883,,
170438460042,1819,,
170438460043,1054,,
170438461021,854,,
170438461022,1944,,
170438461023,1808,,
170438461031,1510,,
170438461032,1321,,
170438461033,1073,,
170438461034,1353,,
170438461041,1482,,
170438461042,2877,,
170438461051,1218,,
170438461052,1140,,
170438461053,1141,,
170438461061,2376,,
170438461062,1263,,
170438462011,1492,,
170438462012,1085,,
170438462013,1513,,
170438462014,1765,,
170438462021,1818,,
170438462022,1817,,
170438462023,1695,,
170438462024,1096,,
170438462031,1597,,
170438462032,1538,,
170438462033,1248,,
170438462051,1066,,
170438462052,1297,,
170438462053,1345,,
170438462061,1089,,
170438462062,1862,,
170438462063,1293,,
170438462071,1444,,
170438462072,1105,,
170438462073,1361,,
170438462074,1435,,
170438462081,1545,,
170438462082,1634,,
170438462091,1849,,
170438462092,2318,,
170438463041,1023,,
170438463042,1910,,
170438463043,1055,,
170438463044,945,,
170438463045,1325,,
170438463051,1441,,
170438463052,1716,,
170438463053,1386,,
170438463054,1144,,
170438463071,1527,,
170438463072,1881,,
170438463073,1344,,
170438463081,2213,,
170438463082,1612,,
170438463101,2741,,
170438463102,1810,,
170438463111,1019,,
170438463112,1931,,
170438463113,2282,,
170438463121,1510,,
170438463122,1639,,
170438463123,1357,,
170438463131,1479,,
170438463132,847,,
170438463133,1592,,
170438463134,1103,,
170438463141,1724,,
170438463142,1608,,
170438463151,1214,,
170438463152,1187,,
170438463153,1825,,
170438464041,1368,,
170438464042,1524,,
170438464043,1612,,
170438464044,1631,,
170438464051,2072,,
170438464052,1827,,
170438464081,2384,,
170438464082,1907,,
170438464091,2089,,
170438464092,2440,,
170438464101,2131,,
170438464102,1867,,
170438464103,1073,,
170438464111,1003,,
170438464112,2363,,
170438464113,1946,,
170438464121,1203,,
170438464122,1150,,
170438464123,2373,,
170438464131,1845,,
170438464132,1863,,
170438465041,1476,,
170438465042,1686,,
170438465043,1329,,
170438465044,1859,,
170438465071,1269,,
170438465072,1897,,
170438465091,1085,,
170438465092,1598,,
170438465093,3193,,
170438465101,1752,,
170438465102,1519,,
170438465111,1967,,
170438465112,1610,,
170438465113,1888,,
170438465114,1100,,
170438465131,1562,,
170438465132,1204,,
170438465141,1417,,
170438465142,2742,,
170438465151,1237,,
170438465152,1218,,
170438465153,1268,,
170438465154,1697,,
170438465171,1457,,
170438465172,2326,,
170438465173,2333,,
170438465181,1070,,
170438465182,1171,,
170438465183,1407,,
170438465191,1194,,
170438465192,1997,,
170438465211,1073,,
170438465212,1177,,
170438465213,1279,,
170438465214,1507,,
170438465221,1692,,
170438465222,2354,,
170438465231,1372,,
170438465232,1403,,
170438465241,1415,,
170438465242,1275,,
170438465243,2019,,
170438466031,1151,,
170438466032,1496,,
170438466033,1423,,
170438466041,1600,,
170438466042,979,,
170438466043,1118,,
170438467011,2065,,
170438467012,1060,,
170438467013,1034,,
170438467021,1165,,
170438467022,1314,,
170438467023,1393,,
170898501011,2180,,
170898501012,2012,,
170898501013,1093,,
170898501014,1323,,
170898501031,1606,,
170898501032,1284,,
170898501033,3144,,
170898501051,2406,,
170898501052,1965,,
170898501053,790,,
170898501054,1734,,
170898501061,1331,,
170898501062,966,,
170898501063,2259,,
170898501064,2191,,
170898501065,1054,,
170898502011,2723,,
170898502012,1433,,
170898502021,1314,,
170898502022,2769,79,79
170898502023,2740,,
170898503011,1982,,
170898503012,2468,,
170898503013,961,,
170898503014,2256,,
170898503021,2525,,
170898503022,2263,,
170898504001,1517,,
170898504002,1036,,
170898505001,843,,
170898505002,948,,
170898505003,1066,,
170898505004,1097,,
170898506001,2934,,
170898506002,2915,,
170898506003,1594,,
170898507031,1483,,
170898507032,645,,
170898507041,1423,,
170898507042,612,,
170898507043,1323,,
170898507044,1558,,
170898507051,3922,,
170898507052,1504,,
170898507053,3624,,
170898507061,1922,,
170898507071,2954,,
170898507072,5421,,
170898507081,1899,,
170898507082,2574,,
170898507091,3862,,
170898507101,2664,,
170898507102,4597,,
170898507111,1408,,
170898507112,3400,,
170898508001,884,63,63
170898508002,1262,81,81
170898508003,1598,76,76
170898508004,1084,78,78
170898508005,1163,78,78
170898508006,977,81,81
170898510001,2710,,
170898510002,2568,89,89
170898510003,1415,,
170898511011,1016,81,81
170898511012,1395,72,72
170898511013,771,82,82
170898511014,1195,76,76
170898511021,1378,76,76
170898511022,1006,86,86
170898511023,1326,82,82
170898513011,1005,76,76
170898513012,1861,77,77
170898513013,977,76,76
170898513021,1507,78,78
170898513022,1696,77,77
170898514001,1141,,
170898514002,1421,77,77
170898514003,1029,79,79
170898514004,1231,79,79
170898514005,1148,86,86
170898514006,836,,
170898515001,1049,,
170898516001,2015,73,73
170898516002,1041,81,81
170898516003,931,,
170898516004,1367,87,87
170898516005,1269,80,80
170898518011,2668,,
170898518012,2293,,
170898518013,1112,,
170898518014,2306,,
170898519041,1811,84,84
170898519042,1721,84,84
170898519043,2187,,
170898519044,2035,,
170898519071,803,,
170898519072,1362,,
170898519073,2147,,
170898519074,1159,,
170898519075,2450,,
170898519081,1958,,
170898519082,1391,88,88
170898519083,1772,,
170898519091,695,,
170898519092,942,,
170898519093,2730,,
170898519101,1092,,
170898519102,1512,,
170898519103,1323,86,86
170898519111,3129,,
170898519112,2188,,
170898519121,1883,,
170898519122,1475,,
170898519131,1852,,
170898519132,1280,,
170898519133,2536,,
170898520011,816,,
170898520012,1112,,
170898520013,1863,,
170898520014,701,,
170898520021,1572,,
170898520022,951,,
170898520023,1885,,
170898520024,2314,,
170898520041,1037,,
170898520042,1874,,
170898520051,2319,,
170898520052,2583,,
170898521011,1358,,
170898521012,803,,
170898521013,1255,,
170898521014,936,,
170898521015,2663,,
170898521031,817,,
170898521032,1229,,
170898521033,1866,,
170898521034,1280,,
170898521035,1334,,
170898521041,1455,,
170898521042,1531,,
170898522011,1521,,
170898522012,941,,
170898522013,983,,
170898522014,1387,,
170898522031,1479,,
170898522032,1304,,
170898522033,2214,,
170898522041,2822,,
170898522042,1645,,
170898523001,971,,
170898523002,1081,,
170898524031,1403,,
170898524032,765,,
170898524033,1178,,
170898524034,586,,
170898524035,1179,,
170898524041,1084,,
170898524042,1461,,
170898524051,894,,
170898524052,2218,,
170898524061,2056,,
170898524062,818,,
170898524071,924,,
170898524072,1721,,
170898524073,868,,
170898524081,1895,,
170898524082,2859,,
170898525001,1296,,
170898525002,722,,
170898525003,951,,
170898525004,2183,,
170898525005,1348,,
170898526061,2331,,
170898526062,2253,,
170898526071,2893,,
170898526072,718,,
170898526081,1036,,
170898526082,1518,,
170898526083,1149,,
170898527001,836,,
170898527002,656,,
170898527003,950,,
170898527004,1316,,
170898527005,812,,
170898527006,2516,,
170898528031,2822,,
170898528032,2170,,
170898528051,2548,,
170898528052,948,,
170898528053,2056,,
170898528061,784,,
170898528062,2866,,
170898528063,1478,,
170898528064,1686,,
170898528071,1745,,
170898528072,1252,,
170898528073,900,,
170898528081,2390,,
170898528082,1635,,
170898528083,1540,,
170898528084,1457,,
170898529031,1548,,
170898529032,1098,,
170898529033,965,,
170898529034,1582,,
170898529041,1281,,
170898529042,798,,
170898529051,917,,
170898529052,2204,,
170898529053,1563,,
170898529061,1623,,
170898529062,1142,,
170898529063,2411,,
170898529071,1195,,
170898529072,1166,,
170898529073,1547,,
170898529074,1022,,
170898530011,935,,
170898530012,2651,,
170898530041,1488,,
170898530042,667,,
170898530043,1073,,
170898530051,2832,,
170898530052,1500,,
170898530053,1189,,
170898530061,1436,,
170898530062,876,,
170898530063,1031,,
170898530071,1201,,
170898530072,2913,,
170898530073,1460,,
170898530081,1274,,
170898530082,1528,,
170898530083,1320,,
170898531001,1517,,
170898531002,1276,,
170898532001,1380,,
170898532002,2475,,
170898532003,2189,,
170898533001,1310,,
170898533002,916,,
170898533003,1519,,
170898534011,982,,
170898534012,1207,,
170898534021,1523,,
170898534022,1406,,
170898534023,893,,
170898534024,705,,
170898535001,866,,
170898535002,1296,,
170898535003,1457,,
170898535004,911,,
170898536011,1633,,
170898536012,1369,,
170898536021,1287,,
170898536022,2191,,
170898539001,851,,
170898539002,727,,
170898539003,1880,,
170898539004,882,,
170898539005,1404,,
170898540011,2388,,
170898540012,1062,,
170898540013,649,,
170898540021,765,,
170898540022,866,,
170898540023,1861,,
170898540024,1235,,
170898540025,949,,
170898541001,1136,,
170898541002,1266,,
170898541003,926,,
170898541004,789,,
170898542001,1162,,
170898542002,1080,,
170898542003,1360,,
170898542004,1098,,
170898543011,853,,
170898543012,584,,
170898543013,1542,,
170898543014,1035,,
170898543015,1357,,
170898543021,1180,,
170898543022,1203,,
170898543023,1587,,
170898544011,1230,,
170898544012,1497,,
170898544021,1413,,
170898544022,2313,,
170898544031,1963,,
170898544032,2173,,
170898544033,2574,,
170898545041,1904,,
170898545042,1135,,
170898545043,1709,,
170898545044,1720,,
170898545045,1473,,
170898545051,1171,,
170898545052,1213,,
170898545053,1074,,
170898545054,1388,,
170898545055,2975,,
170898545061,1303,,
170898545062,2584,,
170898545071,2328,,
170898545072,3394,,
170898545081,2396,,
170898545082,1801,,
170898545083,1664,,
170898545091,1728,,
170898545092,2261,,
170898545093,2792,,
170898546001,1102,75,75
170898546002,2026,72,72
170898546003,848,81,81
170898547001,880,,
170898547002,1465,,
170898548001,1877,,
170898548002,1413,,
170898548003,1884,,
170898548004,2824,,
170898549001,1564,,
170898549002,2028,,
170898549003,1841,81,81
170938901031,2259,,
170938901032,3247,,
170938901041,2035,,
170938901042,1656,,
170938901043,2359,,
170938901051,3612,,
170938901052,2742,,
170938901053,2678,,
170938901061,665,,
170938901062,1277,,
170938901063,1717,,
170938901064,1307,,
170938901071,1767,,
170938901072,3102,,
170938901081,1365,,
170938901082,2760,,
170938901083,1348,,
170938902011,2269,,
170938902012,1261,,
170938902013,886,,
170938902021,1015,,
170938902022,977,,
170938902023,1097,,
170938903011,2747,,
170938903012,1771,,
170938903013,1641,,
170938903021,1967,,
170938903022,1092,,
170938903023,1680,,
170938903024,1352,,
170938904011,2045,,
170938904012,1899,,
170938904013,2346,,
170938904021,2760,,
170938904022,4288,,
170938904023,1464,,
170938904024,1371,,
170938904031,2566,,
170938904032,2038,,
170938904033,1366,,
170938904041,1871,,
170938904042,3797,,
170938904043,4219,,
170938905011,857,,
170938905012,1526,,
170938905013,7015,,
170938905021,2223,,
170938905022,1007,,
170938905023,1408,,
170938906011,1219,,
170938906012,1747,,
170938906013,1547,,
170938906021,4121,,
170938906022,1579,,
170938907011,1832,,
170938907012,1852,,
170938907013,1680,,
170938907021,1140,,
170938907022,1261,,
170938907023,3126,,
170938907031,2891,,
170938907032,3764,,
170938907033,771,,
170938907034,907,,
170938907035,715,,
170978601031,908,,
170978601032,674,,
170978601033,1794,,
170978601041,1961,,
170978601042,1491,,
170978601051,1671,,
170978601052,1436,,
170978601053,2084,,
170978601061,1538,,
170978601062,1953,,
170978602001,978,,
170978602002,1177,,
170978602003,1337,,
170978603011,1210,,
170978603012,1432,,
170978603013,798,,
170978603021,858,,
170978603022,1415,,
170978603023,759,,
170978604001,2967,,
170978604002,1418,,
170978604003,1480,,
170978605001,846,,
170978605002,1143,,
170978605003,634,,
170978605004,1284,,
170978605005,817,,
170978606001,2533,,
170978606002,1560,,
170978606003,1137,,
170978606004,2433,,
170978608051,941,,
170978608052,707,,
170978608061,2022,,
170978608062,1251,,
170978608063,1875,,
170978608071,2372,,
170978608072,1097,,
170978608081,448,,
170978608082,763,,
170978608083,688,,
170978608084,740,,
170978608091,1538,,
170978608092,1392,,
170978608111,1352,,
170978608112,1428,,
170978608113,1649,,
170978608121,1489,,
170978608122,2327,,
170978608131,1748,,
170978608132,1552,,
170978609031,2786,,
170978609032,1060,,
170978609033,1449,,
170978609034,975,,
170978609051,2312,,
170978609052,988,,
170978609053,1327,,
170978609054,981,,
170978609061,2565,,
170978609062,3417,,
170978609063,4471,,
170978609071,755,,
170978609072,3090,,
170978609081,1875,,
170978610071,2626,,
170978610072,1554,,
170978610081,1476,,
170978610082,1195,,
170978610083,1338,,
170978610084,1262,,
170978610091,2993,,
170978610092,2138,,
170978610101,980,,
170978610102,1346,,
170978610103,3604,,
170978610111,2296,,
170978610112,2802,,
170978610113,972,,
170978610114,1794,,
170978610121,2568,,
170978610122,1549,,
170978610123,744,,
170978610131,3052,,
170978610141,1600,,
170978610142,2063,,
170978611051,1680,,
170978611052,2650,,
170978611061,2101,,
170978611062,2853,,
170978611063,842,,
170978611064,2331,,
170978611071,1318,,
170978611072,2729,,
170978611081,2149,,
170978611082,1701,,
170978611083,2098,,
170978612011,2137,,
170978612012,915,,
170978612013,1565,,
170978612014,2113,,
170978612021,2164,,
170978612022,1867,,
170978613011,2180,,
170978613012,2900,,
170978613031,2094,,
170978613032,818,,
170978613033,1866,,
170978613041,1576,,
170978613042,1792,,
170978614021,2605,,
170978614022,2154,,
170978614023,2858,,
170978614024,1161,,
170978614031,875,,
170978614032,1681,,
170978614041,1795,,
170978614042,1318,,
170978614043,751,,
170978614044,2083,,
170978615041,2386,,
170978615042,1637,,
170978615043,2142,,
170978615044,2307,,
170978615051,2131,,
170978615052,1412,,
170978615061,3209,,
170978615062,2900,,
170978615071,1841,,
170978615072,1235,,
170978615081,2524,,
170978615082,913,,
170978615091,1143,,
170978615092,2152,,
170978615101,885,,
170978615102,1382,,
170978615103,2804,,
170978616031,3028,,
170978616032,3078,,
170978616041,1001,,
170978616042,1633,,
170978616043,941,,
170978616044,2061,,
170978616071,1673,,
170978616072,1537,,
170978616073,1359,,
170978616081,2466,,
170978616082,1186,,
170978616091,2510,,
170978616092,2206,,
170978616101,1702,,
170978616102,2053,,
170978616111,1424,,
170978616112,1812,,
170978616113,1235,,
170978617011,1804,,
170978617021,890,,
170978617022,2503,,
170978617023,896,,
170978618031,2304,,
170978618032,927,,
170978618033,1522,,
170978618034,1930,,
170978618041,2527,,
170978618042,1563,,
170978619011,1351,,
170978619012,859,,
170978619013,1537,,
170978619021,2466,,
170978619022,819,,
170978619023,2140,,
170978619024,951,,
170978620001,1184,,
170978620002,1384,,
170978620003,1785,,
170978620004,1717,,
170978621001,1275,,
170978621002,1412,,
170978621003,975,,
170978621004,1721,,
170978622001,1646,,
170978622002,1253,,
170978622003,1070,,
170978623001,692,,
170978623002,1129,,
170978623003,1325,,
170978624011,1629,,
170978624012,1990,,
170978624021,924,,
170978624022,1090,,
170978624023,1012,,
170978625011,2430,,
170978625012,1512,,
170978625021,2281,,
170978626031,1140,,
170978626032,1986,,
170978626033,1195,,
170978626034,1351,,
170978626035,1390,,
170978626041,1873,,
170978626042,1313,,
170978626043,1508,,
170978626051,1413,,
170978626052,1359,,
170978626053,1325,,
170978627001,803,,
170978627002,1530,,
170978627003,1028,,
170978627004,877,,
170978628001,1963,,
170978629011,1581,,
170978629012,1182,,
170978629013,929,,
170978629021,1471,,
170978629022,1311,,
170978630031,5857,,
170978630041,1393,,
170978630042,739,,
170978630043,480,,
170978630044,1001,,
170978630051,4523,,
170978630061,898,,
170978631001,714,,
170978631002,1849,,
170978632011,823,,
170978632012,944,,
170978632013,1543,,
170978632021,1254,,
170978632022,1246,,
170978632023,1565,,
170978632024,1413,,
170978633001,1042,,
170978633002,1587,,
170978634001,797,,
170978634002,2317,,
170978634003,1162,,
170978635001,1474,,
170978635002,1058,,
170978635003,2006,,
170978636011,2329,,
170978636012,1179,,
170978636031,2300,,
170978636032,1218,,
170978636041,1823,,
170978636042,1167,,
170978637011,1811,,
170978637012,1203,,
170978637013,1542,,
170978637021,2120,,
170978637022,1925,,
170978638011,2591,,
170978638012,2517,,
