GEOID,pop,scenario,today
170314303001,1227,83,
170314303002,705,86,
170314303003,626,84,
170314304001,736,87,
170314304002,914,,
170314304003,717,,
170314304004,664,,
170314305001,1528,87,89
170314305002,1420,,
170314305003,1150,88,
170314306001,548,,
170314306002,1122,,
170314307001,1123,89,
170314307002,1052,86,
170314308001,863,,
170314308002,999,,
170314309001,1086,,
170314309002,711,,
170314312001,1539,,
170314312002,1359,,
170314313011,509,,
170314313012,1560,,
170314313013,1521,,
170314313021,1330,,
170314313022,1203,,
170314313023,1818,,
170314314001,1543,,
170314314002,1767,,
170314314003,1944,,
170314314004,1462,,
170314401011,1359,,
170314401012,888,,
170314401013,414,,
170314401014,1510,,
170314401021,1207,,
170314401022,626,,
170314401023,864,,
170314401024,936,,
170314402011,1310,,
170314402012,1470,,
170314402013,720,,
170314402014,1554,,
170314402021,1178,,
170314402022,1687,,
170314402023,660,,
170314403001,691,87,87
170314403002,1335,,
170314403003,638,,
170314403004,998,87,87
170314403005,1015,82,82
170314406001,849,,
170314406002,1147,86,86
170314407001,725,,
170314407002,772,,
170314408001,794,,
170314408002,826,,
170314409001,919,,
170314409002,702,,
170314409003,841,,
170314503001,1163,,
170314503002,648,,
170314503003,849,,
170314503004,592,,
170314601001,860,,
170314601002,611,,
170314601003,613,,
170314601004,756,,
170314602001,786,,
170314602002,1162,,
170314603011,1137,,
170314603012,912,,
170314603013,938,,
170314603021,671,,
170314603022,711,,
170314603023,719,,
170314603024,1181,,
170314604001,1163,,
170314604002,611,,
170314604003,725,,
170314604004,912,,
170314605001,730,,
170314605002,652,,
170314605003,962,,
170314605004,636,,
170314605005,696,,
170314605006,702,,
170314605007,1022,,
170314608001,632,,
170314608002,766,,
170314608003,1173,,
170314608004,1068,,
170314610001,1460,,
170314701001,1229,,
170314701002,1298,,
170314801001,956,,
170314801002,1045,,
170314802001,558,,
170314802002,545,,
170314803001,1348,,
170314804001,839,,
170314804002,782,,
170314804003,1060,,
170314804004,797,,
170314804005,612,,
170314804006,748,,
170314804007,812,,
170314805001,1112,,
170314805002,865,,
170314805003,1009,,
170314902001,1136,,
170314902002,887,89,89
170314902003,1017,,
170314905001,910,,
170314905002,1085,,
170314906001,1443,,
170314907001,815,,
170314907002,584,,
170314907003,1257,,
170314908001,755,,
170314908002,719,,
170314908003,794,,
170314908004,599,,
170314908005,635,,
170314909011,1420,,
170314909012,1019,,
170314909013,964,,
170314909021,856,,
170314909022,1796,,
170314909023,1233,,
170314909024,762,,
170314910001,846,,
170314910002,871,,
170314910003,1211,,
170314910004,879,,
170314911001,593,,
170314911002,692,,
170314911003,753,,
170314911004,1211,,
170314911005,830,,
170314912001,800,,
170314912002,650,,
170314912003,569,,
170314913001,573,,
170314913002,420,,
170314913003,457,,
170314913004,573,,
170314914001,751,,
170314914002,745,,
170314914003,1097,,
170315001001,681,,
170315001002,657,,
170315001003,736,,
170315001004,1471,,
170315002001,1222,,
170315002002,466,,
170315003001,654,,
170315003002,933,,
170315101001,1358,,
170315101002,1873,,
170315102001,1008,,
170315102002,840,,
170315102003,1074,,
170315103001,1203,,
170315103002,1059,,
170315103003,628,,
170315103004,1960,,
170315201001,1745,,
170315202001,709,,
170315202002,1258,,
170315202003,1371,,
170315203001,1509,,
170315203002,1465,,
170315203003,1128,,
170315203004,1573,,
170315204001,909,,
170315204002,980,,
170315204003,966,,
170315204004,1200,,
170315205001,894,,
170315205002,2136,,
170315205003,1390,,
170315206001,2530,,
170315301001,1191,,
170315301002,1006,,
170315302001,734,,
170315302002,540,,
170315302003,525,,
170315302004,1165,,
170315302005,1164,,
170315303001,813,,
170315303002,770,,
170315303003,858,,
170315303004,1523,,
170315304001,841,,
170315304002,1218,,
170315305011,1292,,
170315305012,1118,,
170315305013,856,,
170315305014,1248,,
170315305021,1570,,
170315305031,1424,,
170315305032,1907,,
170315305033,1567,,
170315306001,1263,,
170315306002,820,,
170315306003,691,,
170315401011,1838,,
170315401012,2486,,
170315401021,749,,
170315401022,1524,,
170315401023,665,,
170315501001,1487,,
170315501002,918,,
170315501003,1456,,
170315501004,784,,
170315501005,764,,
170315501006,1610,,
170315502001,1920,,
170315502002,1049,,
170315601001,1477,,
170315602001,301,,
170315602002,1409,,
170315603001,1789,,
170315603002,1464,,
170315604001,1630,,
170315607001,1355,,
170315607002,2280,,
170315608001,1219,,
170315608002,1459,,
170315608003,1016,,
170315608004,855,,
170315608005,1133,,
170315609001,1106,,
170315609002,634,,
170315609003,895,,
170315609004,1057,,
170315609005,573,,
170315609006,847,88,
170315610001,1055,,
170315610002,661,,
170315610003,1021,,
170315610004,618,,
170315610005,1045,,
170315610006,908,87,
170315611001,732,,
170315611002,823,,
170315611003,784,,
170315611004,1246,,
170315611005,1292,,
170315611006,704,,
170315701001,1316,,
170315702001,2096,,
170315703001,1497,,
170315703002,1086,87,88
170315703003,1585,,
170315703004,2208,,
170315704001,944,,
170315704002,825,,
170315705001,1061,,
170315705002,1578,,
170315801001,1717,82,83
170315801002,1511,84,85
170315802001,1306,83,83
170315802002,2160,88,88
170315803001,2577,,
170315804001,1125,,
170315804002,1133,,
170315804003,1223,87,88
170315804004,1065,,
170315805011,1293,,
170315805012,840,88,88
170315805013,1680,,
170315805014,1357,88,88
170315805021,1048,,
170315805022,1679,,
170315805023,2618,89,89
170315806001,901,85,85
170315806002,1200,88,88
170315806003,1694,88,88
170315806004,1610,,
170315807001,1156,87,88
170315807002,2716,85,86
170315807003,1749,85,85
170315808001,2058,87,88
170315905001,1854,74,75
170315906001,1098,80,81
170315906002,1212,84,85
170315906003,1167,85,86
170315907001,1696,84,84
170315907002,1331,82,82
170316004001,1549,78,79
170316004002,1032,78,78
170316004003,1716,77,78
170316006001,1881,80,81
170316006002,1107,82,83
170316007001,1258,79,80
170316007002,1333,76,77
170316009001,672,79,79
170316009002,1148,81,81
170316009003,709,82,84
170316009004,1153,80,81
170316103001,1787,89,89
170316103002,1944,,
170316103003,1679,,
170316104001,2029,89,89
170316108001,1512,83,83
170316112001,976,88,88
170316112002,1704,,
170316113001,971,89,89
170316113002,1073,,
170316113003,1624,,
170316114001,1495,,
170316114002,931,,
170316114003,1311,,
170316115001,1296,,
170316115002,2291,,
170316116001,1062,,
170316116002,859,,
170316117001,735,,
170316117002,628,,
170316117003,817,,
170316118001,1502,,
170316118002,703,,
170316119001,1260,,
170316119002,724,,
170316120001,497,,
170316120002,951,88,88
170316121001,1168,88,88
170316122001,1313,89,89
170316122002,1480,,
170316122003,1146,,
170316201001,1431,,
170316201002,1977,,
170316201003,1159,,
170316202001,1056,,
170316202002,1334,,
170316203001,864,,
170316203002,1099,,
170316203003,1169,,
170316203004,963,,
170316203005,847,,
170316203006,1468,,
170316204001,1328,,
170316204002,1418,,
170316204003,1063,,
170316204004,1218,,
170316303001,2388,,
170316303002,2997,,
170316304001,1790,,
170316304002,1578,,
170316304003,1875,,
170316304004,1961,,
170316305001,1773,86,87
170316305002,1390,,
170316305003,1526,,
170316305004,1582,,
170316306001,2097,84,85
170316306002,1153,84,85
170316308001,1645,,
170316308002,1713,,
170316308003,1590,,
170316308004,1693,,
170316309001,1688,,
170316309002,1780,,
170316309003,1736,,
170316401001,1312,,
170316403001,830,,
170316403002,1274,,
170316403003,848,,
170316403004,1609,,
170316403005,948,,
170316403006,1201,,
170316404001,1522,,
170316404002,1868,,
170316405001,2074,,
170316405002,1822,,
170316406001,927,,
170316406002,1552,,
170316406003,1584,,
170316407001,836,,
170316407002,784,,
170316407003,851,,
170316407004,827,,
170316408001,939,,
170316408002,860,,
170316501001,1320,,
170316501002,1164,,
170316501003,1122,,
170316501004,1159,,
170316502001,1281,,
170316502002,1618,,
170316502003,1323,,
170316502004,1470,,
170316502005,686,,
170316502006,873,,
170316503011,1261,,
170316503012,1743,,
170316503013,1634,,
170316503014,1191,,
170316503021,2062,,
170316503022,2460,,
170316504001,1117,,
170316504002,1155,,
170316504003,1656,,
170316504004,1490,,
170316504005,1476,,
170316505001,1129,,
170316505002,1543,,
170316505003,1729,,
170316603011,1850,,
170316603021,1197,,
170316603022,1433,,
170316603023,1332,,
170316603024,1587,,
170316604001,1527,,
170316604002,1302,,
170316604003,1389,,
170316604004,1474,,
170316605001,1270,,
170316605002,1385,,
170316605003,1200,,
170316605004,1158,,
170316606001,1006,,
170316606002,1111,,
170316606003,1217,,
170316606004,1398,,
170316606005,1672,,
170316607001,887,,
170316607002,1189,,
170316608001,1044,,
170316608002,1179,,
170316608003,1184,,
170316608004,991,,
170316608005,1716,,
170316609001,1504,,
170316609002,1455,,
170316609003,1487,,
170316610001,987,,
170316610002,800,,
170316610003,943,,
170316610004,1339,,
170316610005,1687,,
170316611001,1385,,
170316611002,988,,
170316611003,1185,,
170316611004,1327,,
170316611005,1748,,
170316701001,604,,
170316701002,745,,
170316702001,1325,,
170316703001,541,,
170316703002,746,,
170316704001,1585,,
170316705001,1148,,
170316706001,826,,
170316706002,513,,
170316707001,669,,
170316707002,583,,
170316708001,644,,
170316708002,833,,
170316709001,481,,
170316709002,691,,
170316711001,994,,
170316712001,980,,
170316713001,932,,
170316713002,611,,
170316713003,505,,
170316714001,833,,
170316714002,725,,
170316715001,568,,
170316715002,1229,,
170316715003,919,,
170316716001,702,,
170316716002,616,,
170316716003,486,,
170316718001,1142,,
170316719001,1122,,
170316720001,904,,
170316720002,816,,
170316720003,997,,
170316720004,680,,
170316805001,1307,88,88
170316806001,1165,88,88
170316809001,1113,88,88
170316809002,680,78,78
170316809003,796,84,84
170316809004,984,84,84
170316810001,443,89,89
170316810002,556,89,89
170316810003,568,,
170316810004,1006,86,86
170316811001,598,,
170316811002,522,,
170316811003,681,,
170316811004,568,,
170316811005,504,,
170316812001,954,87,87
170316812002,302,88,88
170316812003,1097,88,88
170316813001,860,,
170316813002,722,,
170316813003,600,,
170316814001,473,,
170316814002,623,,
170316814003,804,,
170316814004,574,,
170316903001,730,79,79
170316903002,1572,80,80
170316904001,729,85,85
170316904002,1098,84,84
170316904003,768,80,80
170316904004,768,81,81
170316905001,992,86,86
170316909001,691,89,89
170316909002,633,,
170316909003,882,,
170316909004,863,88,88
170316909005,1181,89,89
170316910001,703,86,86
170316910002,687,,
170316910003,637,87,87
170316910004,641,83,83
170316911001,611,86,86
170316911002,687,88,88
170316911003,615,,
170316911004,1067,86,86
170316912001,1131,87,
170316912002,598,85,85
170316912003,548,81,88
170316913001,1262,89,89
170316913002,1112,85,85
170316914001,586,,
170316914002,741,,
170316914003,684,,
170316914004,612,,
170316914005,788,,
170316915001,536,,
170316915002,656,,
170316915003,614,,
170317001001,2131,,
170317001002,1195,,
170317002001,1402,,
170317002002,1563,,
170317002003,1802,,
170317002004,1787,,
170317003011,1733,,
170317003012,1639,,
170317003013,2390,,
170317003021,1417,,
170317003022,984,,
170317003023,1377,,
170317003024,1884,,
170317004011,1954,,
170317004012,1542,,
170317004013,1510,,
170317004014,816,,
170317004021,1105,,
170317004022,1317,,
170317004023,1660,,
170317005011,1316,,
170317005012,888,,
170317005013,1473,,
170317005014,1562,,
170317005015,790,,
170317005016,883,,
170317005021,1343,,
170317005022,1635,,
170317101001,1015,83,
170317102001,756,89,
170317102002,984,,
170317102003,882,,
170317102004,738,,
170317102005,1275,,
170317103001,1424,,
170317104001,569,,
170317104002,1041,,
170317104003,856,,
170317104004,676,,
170317104005,1395,,
170317104006,887,,
170317105001,1140,,
170317105002,1230,,
170317105003,659,,
170317105004,1007,,
170317106001,825,,
170317106002,881,,
170317107001,607,87,
170317107002,800,,
170317107003,1054,,
170317107004,959,,
170317108001,565,84,
170317108002,712,89,
170317108003,870,,
170317108004,1012,85,
170317108005,804,86,
170317108006,841,,
170317109001,664,84,
170317109002,1278,89,
170317110001,847,,
170317110002,1431,88,
170317110003,780,87,
170317111001,883,,
170317111002,878,89,
170317111003,738,,
170317112001,1177,,
170317112002,964,,
170317112003,674,,
170317112004,1872,,
170317113001,604,,
170317113002,858,,
170317114001,801,84,
170317114002,912,85,
170317114003,681,88,
170317115001,1040,,
170317115002,1332,87,
170317201001,961,,
170317201002,1470,,
170317201003,913,,
170317202001,1015,,
170317202002,1200,,
170317202003,1916,,
170317203001,849,,
170317203002,715,,
170317203003,1346,,
170317203004,727,,
170317204001,802,,
170317204002,1159,,
170317205001,774,,
170317205002,1312,,
170317206001,846,,
170317206002,845,,
170317207001,1493,,
170317207002,868,,
170317207003,712,,
170317301001,810,,
170317301002,753,89,
170317301003,899,89,
170317302011,943,,
170317302012,1105,,
170317302013,1316,87,
170317302014,1281,88,
170317302015,982,,
170317302021,1147,,
170317302022,1022,,
170317302023,724,,
170317303001,1046,87,
170317304001,792,,
170317304002,1119,,
170317304003,668,,
170317304004,807,,
170317305001,771,,
170317305002,705,,
170317305003,1028,,
170317305004,1716,,
170317306001,613,,
170317306002,1381,,
170317306003,1260,,
170317307001,826,,
170317307002,1455,,
170317401001,674,,
170317401002,678,,
170317401003,667,,
170317401004,1215,,
170317402001,1569,,
170317402002,1307,,
170317402003,1399,,
170317402004,1555,,
170317403001,990,,
170317403002,1221,,
170317403003,807,,
170317403004,877,,
170317403005,974,,
170317404001,898,,
170317404002,869,,
170317404003,2137,,
170317404004,791,,
170317501001,992,,
170317501002,748,,
170317501003,827,,
170317501004,1169,,
170317502001,688,,
170317502002,820,,
170317502003,678,,
170317502004,838,,
170317503001,745,,
170317503002,874,,
170317503003,851,,
170317504001,1479,,
170317504002,786,,
170317504003,644,,
170317505001,1831,,
170317505002,726,,
170317505003,1875,,
170317505004,1186,,
170317506001,1112,,
170317506002,786,,
170317506003,771,,
170317506004,751,,
170317608011,2620,29,29
170317608012,1783,25,25
170317608021,2374,40,40
170317608031,1583,32,32
170317608032,1792,34,34
170317608033,1677,30,30
170317608034,1342,38,38
170317702011,2500,,
170317702012,2101,,
170317702013,1293,,
170317702021,1650,,
170317702022,2071,,
170317702023,1339,,
170317703001,913,,
170317703002,1582,68,68
170317703003,1416,,
170317703004,1854,,
170317703005,1469,,
170317704001,1376,,
170317704002,1682,,
170317704003,1317,54,54
170317705001,3685,44,44
170317705002,947,39,39
170317706011,1016,55,55
170317706012,1230,40,40
170317706013,1026,37,37
170317706021,1942,36,36
170317706022,1440,25,25
170317706023,1380,35,35
170317707001,762,24,24
170317707002,1775,,
170317708001,2648,36,39
170317708002,3013,31,40
170317709011,1218,43,43
170317709012,1144,46,46
170317709013,904,34,34
170317709014,1979,40,40
170317709021,1863,37,37
170317709022,1869,38,38
170318001001,965,,
170318001002,1430,,
170318002001,1234,,
170318002002,1313,,
170318002003,834,,
170318002004,966,,
170318002005,1230,,
170318002006,889,,
170318003001,1292,89,
170318003002,630,87,
170318003003,1691,,
170318004001,1321,89,
170318004002,1556,85,
170318004003,1059,82,
170318005001,831,86,
170318005002,1076,87,
170318005003,895,,
170318005004,1314,87,89
170318005005,1017,84,88
170318006001,1368,81,
170318006002,1061,79,
170318007001,844,,
170318007002,2227,87,
170318007003,809,,
170318007004,1377,,
170318008001,2426,,
170318009001,1338,,
170318009002,816,86,86
170318009003,1304,,
170318009004,1047,,
170318010001,836,,
170318010002,1267,,
170318010003,1561,,
170318010004,1673,,
170318011001,761,81,
170318011002,1161,80,89
170318011003,1350,89,
170318011004,1599,86,
170318012001,1138,87,
170318012002,828,83,
170318012003,1685,,
170318013001,904,88,88
170318013002,1238,84,89
170318013003,890,82,
170318013004,1398,77,87
170318014001,1533,,
170318014002,1389,,
170318015001,2713,,
170318015002,2090,,
170318015003,1769,87,87
170318016011,2805,,
170318016012,1929,,
170318016031,1568,81,81
170318016032,2570,80,80
170318016051,1463,,
170318016052,904,,
170318016053,1708,,
170318016054,1043,,
170318016055,765,,
170318016061,928,,
170318016062,1309,,
170318016063,1618,,
170318016064,707,,
170318016065,2154,,
170318016071,1712,,
170318016072,1070,83,83
170318016073,2443,,
170318016081,2244,88,88
170318016082,1397,,
170318016083,766,,
170318016084,2650,,
170318017011,2273,,
170318017012,1573,,
170318017021,1411,88,88
170318017022,1165,81,81
170318017023,1470,82,82
170318017024,710,87,87
170318018001,1607,88,88
170318018002,1150,,
170318018003,1783,88,88
170318018004,1432,,
170318019011,2151,,
170318019012,1897,88,88
170318019013,968,78,78
170318019021,1077,,
170318019022,1419,,
170318019023,924,,
170318020021,2623,,
170318020022,2507,,
170318020031,2679,,
170318020041,710,76,76
170318020042,1501,71,71
170318020043,1725,70,70
170318020044,1935,82,82
170318021001,779,66,66
170318021002,993,62,62
170318021003,1962,66,66
170318022001,1237,79,79
170318022002,1758,66,66
170318022003,1853,69,69
170318023001,2701,75,75
170318023002,3267,88,88
170318024021,2018,,
170318024022,1150,,
170318024023,1341,,
170318024024,1034,,
170318024031,1531,,
170318024041,1900,,
170318024042,2165,,
170318024043,1114,,
170318024044,2379,,
170318025031,1237,,
170318025032,1872,,
170318025033,2417,,
170318025034,886,,
170318025041,1432,,
170318025042,1278,50,50
170318025043,2321,,
170318025044,1411,,
170318025051,11,,
170318025052,1049,47,47
170318025053,46,,
170318025054,2197,,
170318025055,1659,88,88
170318025056,1761,54,54
170318025061,1319,,
170318025062,966,,
170318026051,1478,,
170318026052,1573,,
170318026053,1312,44,44
170318026054,1344,46,46
170318026055,1418,,
170318026071,1536,82,84
170318026081,1839,,
170318026082,2673,,
170318026083,1157,,
170318026084,1061,88,
170318026091,2187,56,56
170318026092,847,55,55
170318026093,1236,53,53
170318026094,2020,50,50
170318026101,1757,54,54
170318027011,2177,86,88
170318027012,1633,58,58
170318027013,1011,,
170318027014,1861,45,45
170318027021,1753,,
170318027022,2120,,
170318027023,837,54,54
170318028011,1142,,
170318028012,1237,,
170318028013,896,,
170318028014,929,,
170318028015,837,,
170318028021,1352,80,82
170318028022,1494,68,71
170318028023,1582,57,66
170318028024,1317,55,63
170318028025,1246,63,71
170318029001,944,,
170318029002,1746,,
170318029003,1922,,
170318029004,1443,,
170318030051,1052,,
170318030052,1562,,
170318030071,1544,,
170318030072,1437,,
170318030073,2172,,
170318030081,1744,,
170318030082,1105,,
170318030083,1918,,
170318030101,1041,,
170318030102,750,,
170318030103,1146,,
170318030104,2414,,
170318030121,2234,,
170318030131,2379,,
170318030132,2028,,
170318030133,1083,,
170318030141,2326,,
170318030142,1351,,
170318030151,1793,,
170318030152,1516,,
170318030153,1322,,
170318030161,2490,,
170318030171,2094,,
170318030172,2252,,
170318030173,1937,84,84
170318031001,2050,,
170318031002,1566,64,74
170318032001,1887,,
170318032002,2195,,
170318032003,1504,65,74
170318033001,2382,65,74
170318033002,1549,53,62
170318033003,1795,55,63
170318034001,1002,,
170318034002,916,,
170318034003,1004,,
170318034004,1523,,
170318034005,1003,,
170318034006,1144,62,71
170318035001,860,61,69
170318035002,967,,
170318035003,1482,,
170318035004,1498,,
170318035005,996,,
170318036031,2028,,
170318036032,1087,,
170318036033,2618,,
170318036034,1091,,
170318036041,1085,,
170318036042,1156,,
170318036043,1129,,
170318036044,839,,
170318036051,1603,,
170318036052,1184,,
170318036053,1317,,
170318036054,776,88,88
170318036055,2122,85,85
170318036071,827,,
170318036072,886,,
170318036073,1972,,
170318036074,1134,,
170318036081,2464,,
170318036082,2841,,
170318036083,2239,,
170318036111,770,,
170318036112,1341,,
170318036113,1396,,
170318036114,678,,
170318036115,1513,,
170318036121,2416,,
170318036122,1415,,
170318036131,1984,89,89
170318036132,1450,86,86
170318036141,1893,88,88
170318036142,2529,87,87
170318036151,1856,,
170318036152,896,,
170318036161,1906,,
170318036162,905,,
170318036163,1824,,
170318037011,1150,70,70
170318037012,1557,,
170318037021,901,74,76
170318037022,2170,,
170318037023,1707,77,79
170318037024,1598,73,75
170318038001,1110,,
170318038002,755,,
170318038003,1704,,
170318038004,953,74,76
170318039011,1888,,
170318039012,2047,59,67
170318039021,1026,,
170318039022,1077,,
170318039023,1326,,
170318040001,2056,,
170318040002,2707,,
170318041021,2347,,
170318041022,2358,,
170318041023,2602,,
170318041041,1702,,
170318041042,1977,,
170318041043,1270,,
170318041051,1556,,
170318041052,1510,,
170318041053,1102,,
170318041061,1980,,
170318041062,1789,,
170318041063,1590,,
170318041064,1905,,
170318041081,2472,87,87
170318041082,2326,84,84
170318041091,1233,,
170318041092,1845,,
170318042021,1564,79,79
170318042022,3038,,
170318042023,2368,,
170318042024,823,,
170318042031,1965,,
170318042032,1493,,
170318042041,2000,,
170318042042,1564,,
170318042043,1699,,
170318043051,1624,,
170318043052,1458,,
170318043053,1570,,
170318043054,2300,,
170318043061,2453,,
170318043062,1111,,
170318043063,844,,
170318043064,1218,,
170318043081,2065,,
170318043082,2243,,
170318043083,1210,,
170318043091,2095,,
170318043092,943,,
170318043121,2238,,
170318043131,3185,80,80
170318043132,1262,,
170318043133,1907,,
170318043141,1682,,
170318043151,2446,,
170318043161,3021,,
170318043162,2006,,
170318044031,1245,80,80
170318044032,1894,84,84
170318044033,1325,,
170318044034,2833,,
170318044041,1328,,
170318044042,1204,,
170318044043,1650,,
170318044044,965,88,88
170318044051,2099,,
170318044052,1471,,
170318044061,2640,,
170318044062,2014,,
170318044063,1638,88,88
170318045051,1048,,
170318045052,1057,,
170318045053,1865,,
170318045061,1240,,
170318045062,1541,,
170318045063,2691,,
170318045081,2343,,
170318045091,1287,,
170318045092,1451,,
170318045093,1495,,
170318045094,1779,,
170318045101,1246,,
170318045102,1066,89,89
170318045103,2313,,
170318045104,1247,,
170318045111,1012,,
170318045112,1414,,
170318045121,1508,,
170318045122,2487,,
170318045131,1092,,
170318045132,1595,,
170318045133,1378,,
170318045141,915,,
170318045142,2434,,
170318045143,1341,,
170318046031,2342,68,68
170318046032,1279,85,85
170318046033,2030,82,82
170318046061,821,,
170318046062,2414,,
170318046063,1326,,
170318046064,2527,,
170318046071,1947,,
170318046072,2302,,
170318046073,1523,,
170318046074,1351,,
170318046081,1440,,
170318046082,822,,
170318046083,1765,,
170318046091,2555,,
170318046092,1886,,
170318046093,1706,61,61
170318046101,1834,,
170318046102,690,,
170318046111,1601,,
170318046112,1887,,
170318046113,1165,,
170318047011,1418,,
170318047012,1312,,
170318047013,2231,,
170318047014,2084,,
170318047051,1305,,
170318047052,1723,,
170318047053,1120,89,89
170318047061,1506,,
170318047062,1047,84,84
170318047091,1322,89,89
170318047092,1466,,
170318047093,1446,,
170318047094,1267,88,88
170318047095,1313,,
170318047101,1129,,
170318047102,1160,,
170318047103,1241,,
170318047104,762,,
170318047111,2372,,
170318047112,1028,,
170318047113,3042,,
170318047114,1187,,
170318047121,2102,,
170318047122,1015,,
170318047123,2339,,
170318047131,1599,84,84
170318047132,1963,88,88
170318047133,734,,
170318047134,741,86,86
170318047141,1089,,
170318047142,1241,,
170318047143,1204,,
170318047151,1930,89,89
170318047152,1496,81,81
170318047161,1649,,
170318047162,2328,,
170318047163,1383,,
170318048031,1239,,
170318048032,1527,,
170318048033,2955,,
170318048041,1363,,
170318048042,2683,,
170318048043,917,,
170318048044,1846,,
170318048051,1747,,
170318048052,909,,
170318048053,1408,,
170318048054,2796,,
170318048061,861,,
170318048062,1203,,
170318048063,1732,,
170318048071,1029,,
170318048072,929,,
170318048073,2092,,
170318048074,1174,,
170318048081,723,,
170318048082,1031,,
170318048083,842,,
170318048091,1399,,
170318048092,1687,,
170318048093,1173,,
170318048101,1427,,
170318048102,1149,,
170318048103,2739,,
170318048104,1782,,
170318049011,1712,53,60
170318049012,961,56,57
170318049013,1393,61,64
170318049014,750,60,67
170318049015,1239,52,59
170318049016,872,58,65
170318049021,1403,55,55
170318049022,1164,63,63
170318049023,965,67,67
170318049024,1306,63,63
170318049025,788,50,50
170318050011,1026,61,68
170318050012,1105,,
170318050013,1765,70,70
170318050014,1089,68,68
170318050021,1886,53,53
170318050022,1948,68,68
170318050023,1496,49,49
170318050024,929,52,52
170318050025,1163,50,50
170318051051,1087,,
170318051052,1885,54,54
170318051053,1401,,
170318051054,2097,70,70
170318051055,808,,
170318051061,1133,64,64
170318051062,1645,62,62
170318051071,1458,53,53
170318051072,1362,48,48
170318051073,1009,44,44
170318051074,2236,50,50
170318051075,728,48,48
170318051081,2217,46,46
170318051082,2325,54,54
170318051083,940,56,56
170318051084,918,49,49
170318051091,1217,72,72
170318051092,1969,57,57
170318051093,1210,78,78
170318051101,1952,,
170318051102,1118,,
170318051103,687,,
170318051104,683,,
170318051111,755,61,61
170318051112,898,60,60
170318051113,2511,46,46
170318051114,1245,47,47
170318051115,988,44,44
170318051116,1389,43,43
170318051121,1686,50,50
170318051122,1796,52,52
170318052011,942,88,88
170318052012,837,77,77
170318052013,1696,70,70
170318052021,930,63,63
170318052022,684,59,59
170318052023,1278,68,68
170318052024,1186,79,79
170318053011,974,53,53
170318053012,1598,58,58
170318053013,1016,46,46
170318053021,1058,76,76
170318053022,1380,57,57
170318053023,1435,60,60
170318054011,1360,49,49
170318054012,1549,50,50
170318054013,1147,52,52
170318054021,979,52,52
170318054022,988,54,54
170318054023,1018,52,52
170318054024,1614,48,48
170318054025,868,47,47
170318055011,1147,41,41
170318055012,1418,51,52
170318055013,1433,52,52
170318055021,1069,53,53
170318055022,903,47,47
170318055023,1299,40,40
170318055024,1024,45,45
170318056001,1476,36,36
170318056002,1348,39,39
170318056003,993,39,39
170318056004,893,36,36
170318057011,1280,39,39
170318057012,679,35,35
170318057013,1303,43,43
170318057014,1114,43,43
170318057015,1109,40,40
170318057021,1225,32,32
170318057022,864,35,35
170318058011,874,43,48
170318058012,940,48,52
170318058013,766,52,52
170318058021,957,43,48
170318058022,928,45,45
170318058023,1290,45,45
170318058024,1020,43,43
170318058025,901,43,43
170318059011,1302,48,48
170318059012,1731,38,38
170318059013,1308,42,47
170318059021,849,48,48
170318059022,1297,54,54
170318059023,1077,50,50
170318059024,1086,52,52
170318059025,875,52,53
170318059026,1319,49,53
170318060011,1138,71,71
170318060012,2178,56,56
170318060013,1819,56,56
170318060014,683,82,82
170318060021,1026,56,56
170318060022,2616,64,64
170318060023,1251,55,55
170318060024,1246,46,46
170318060025,1694,47,47
170318060041,2021,60,60
170318060042,2687,46,46
170318060043,1734,51,51
170318060044,1112,49,49
170318060051,1874,47,47
170318060052,1384,41,41
170318060061,1377,56,56
170318060062,975,57,57
170318060063,1537,52,52
170318060064,996,57,57
170318061021,2216,57,57
170318061022,1083,60,60
170318061023,1101,52,52
170318061031,1643,56,56
170318061032,934,54,54
170318061033,1350,48,49
170318061034,1342,57,57
170318061041,1221,,
170318061042,1213,61,61
170318061043,1700,68,68
170318062011,2714,43,43
170318062012,2194,40,40
170318062021,967,37,37
170318062022,1995,42,42
170318062023,2036,38,38
170318063001,896,50,50
170318063002,718,44,44
170318063003,713,37,37
170318063004,824,44,44
170318063005,856,46,46
170318063006,680,49,49
170318064001,1397,53,53
170318064002,1095,38,38
170318065011,1303,32,32
170318065012,1362,33,33
170318065021,960,43,43
170318065022,814,55,55
170318065023,1103,41,41
170318065024,1325,40,40
170318066001,1946,40,40
170318066002,1656,32,32
170318067001,1397,80,80
170318067002,1245,87,87
170318067003,1046,78,78
170318067004,798,89,89
170318068011,799,82,82
170318068012,1548,76,76
170318068013,1233,82,82
170318068014,714,72,72
170318068021,881,74,74
170318068022,1592,67,67
170318068023,972,66,66
170318069001,1103,74,74
170318069002,2174,73,73
170318069003,2065,76,76
170318070001,2829,63,63
170318070002,1300,59,59
170318070003,1136,67,67
170318070004,601,63,63
170318071001,848,66,66
170318071002,1573,67,67
170318071003,1563,74,74
170318072001,987,73,73
170318072002,2227,68,68
170318072003,1050,73,73
170318072004,889,68,68
170318072005,906,64,64
170318073001,2792,60,60
170318073002,1692,47,47
170318073003,1405,60,60
170318073004,976,62,62
170318073005,853,61,61
170318074001,826,72,72
170318074002,1529,68,68
170318074003,2519,58,58
170318074004,798,66,66
170318074005,1152,67,67
