trctid,workers,lat,lon
17089854504,27,41.7877192925926,-88.4256297333334
17089854800,27,41.8752204703704,-88.3526673740741
17093890702,27,41.5743087777778,-88.2845882555556
17097864409,27,42.1906883111111,-88.083414937037
17097864516,27,42.1640630444445,-87.9757972
17111870301,27,42.4333031592593,-88.6279267703704
17111871105,27,42.2269777925926,-88.3628084925926
17111871310,27,42.1596697555556,-88.2958251814815
17031030701,26,41.9827449692308,-87.6574875461539
17031031502,26,41.9638126692308,-87.6519006730769
17031808001,26,42.0085428961538,-87.7347760538462
17031812100,26,41.90273465,-87.7805313692308
17031812500,26,41.8912242192308,-87.7796818576923
17031818000,26,41.8582733230769,-87.8576480346154
17043840901,26,41.9753918384615,-88.0407793230769
17043841209,26,41.9343031538462,-88.1348327269231
17043841323,26,41.9431048230769,-88.1697956384615
17043842000,26,41.88461175,-88.0648815076923
17043844001,26,41.8756853769231,-87.9339340807692
17043846104,26,41.7905329692308,-88.1107551
17043846517,26,41.7577398115385,-88.2484933461539
17089852002,26,41.9038652576923,-88.2892908346154
17089852806,26,41.8231039192308,-88.2844820538462
17097864511,26,42.2209026423077,-87.9902728807693
17111870200,26,42.3945717846154,-88.5776873115385
17111871404,26,42.1641396653846,-88.27240085
17111871501,26,42.1673381038462,-88.4848661653846
17111871600,26,42.1986913192308,-88.2486180076923
17197880314,26,41.6455730615385,-88.24106325
17197880421,26,41.5854064576923,-88.2089538307692
17031020100,25,42.015214272,-87.68657126
17031040402,25,41.97247096,-87.677436912
17031120200,25,41.995594452,-87.757608232
17031140302,25,41.971808668,-87.724022932
17031320600,25,41.870457248,-87.625968592
17031330103,25,41.8562114,-87.623449804
17031650301,25,41.774507752,-87.729054336
17031800200,25,42.128062728,-87.761507816
17031801800,25,42.110141096,-87.789213676
17031805501,25,42.019879956,-87.839181576
17031815000,25,41.854766644,-87.784264632
17031818401,25,41.86423486,-87.897637112
17031818800,25,41.826798892,-87.854248572
17031818900,25,41.826337908,-87.866262268
17031821002,25,41.743478528,-87.773392108
17031832100,25,41.95246756,-87.652111652
17031838300,25,41.902059136,-87.638452648
17031841100,25,41.850985516,-87.635010572
17043841108,25,41.975210136,-88.136150568
17043841316,25,41.975695072,-88.195748332
17043841327,25,41.961302636,-88.193848212
17043843400,25,41.896102824,-88.02698394
17043845000,25,41.79553782,-87.97601642
17043845100,25,41.799594484,-87.955669668
17043845805,25,41.735152364,-87.959614832
17043845809,25,41.740726156,-88.024557496
17043846412,25,41.783846308,-88.194178652
17043846702,25,41.912278504,-87.983672972
17089850302,25,42.11516314,-88.270255832
17089852005,25,41.925559536,-88.298452796
17089852103,25,41.947937916,-88.330088568
17097864001,25,42.266685176,-87.989951836
17097864518,25,42.175051556,-87.970538996
17097864901,25,42.17614578,-87.845605276
17097866000,25,42.441764196,-87.917426476
17197880429,25,41.55968732,-88.220170192
17031020301,24,42.0068965833333,-87.7048863791667
17031063000,24,41.9359336125,-87.651176125
17031070102,24,41.9302710291667,-87.6420300541667
17031070300,24,41.9290035166667,-87.6511571375
17031081500,24,41.8923978791667,-87.6265039333333
17031210700,24,41.9345455416667,-87.70410515
17031220601,24,41.9257563083333,-87.7131208791667
17031220901,24,41.9195514833333,-87.7216406625
17031250300,24,41.9124897625,-87.7625358166667
17031252201,24,41.8768787833333,-87.7523198625
17031801000,24,42.0727698708333,-87.7347912916667
17031802900,24,42.0969855041667,-87.9743561666667
17031803612,24,42.1511805541667,-88.0102287833333
17031804715,24,42.0456428791667,-88.0969807458333
17031805109,24,42.0562807208333,-87.9743803666667
17031806700,24,42.05227395,-87.722085725
17031812301,24,41.8901846375,-87.798708175
17031815500,24,41.8256872333333,-87.7875143041667
17031815600,24,41.8455957291667,-87.825775625
17031820901,24,41.7514169,-87.7824223041667
17031823703,24,41.7231269708333,-87.8093729625
17043842703,24,41.8504547708333,-88.0946552958333
17043842706,24,41.8373715166667,-88.0593191125
17043842709,24,41.8452691875,-88.03767635
17043844305,24,41.8446342791667,-88.0277685708334
17043845803,24,41.714177575,-87.9683799833334
17043846312,24,41.7772064208333,-88.0809401791667
17043846315,24,41.7760002,-88.0643054791667
17089850101,24,42.1453068541667,-88.2631220416667
17089852807,24,41.8242138666667,-88.357311425
17097864524,24,42.1661884708333,-87.9089160166667
17097866200,24,42.2254807791667,-87.9102893625
17111871205,24,42.18111695,-88.3188899708333
17197880324,24,41.7202243583333,-88.2502171333333
17031010100,23,42.0212174347826,-87.6689329
17031010701,23,42.0087379608696,-87.679170673913
17031031100,23,41.9738092913043,-87.664551626087
17031031200,23,41.9724902521739,-87.656484473913
17031061000,23,41.9496564347826,-87.6517885347826
17031061200,23,41.9490399,-87.6609885608696
