shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
X4_SB,41.788049,-87.58863,75
X4_SB,41.780241,-87.590475,76
X4_SB,41.773259,-87.592034,77
X4_SB,41.758828,-87.595324,78
X4_SB,41.750856,-87.597213,79
X4_SB,41.74426,-87.598715,80
X4_SB,41.737184,-87.60026,81
X4_SB,41.729465,-87.602148,82
X4_SB,41.72149,-87.603865,83
X4_SB,41.706914,-87.607169,84
X4_SB,41.699673,-87.608929,85
X4_SB,41.692751,-87.610474,86
X4_SB,41.685957,-87.61219,87
X4_SB,41.676053,-87.614379,88
X4_SB,41.674675,-87.615795,89
X4_SB,41.674418,-87.617726,90
X4_SB,41.674418,-87.621932,91
X4_SB,41.674482,-87.631674,92
X4_SB,41.674098,-87.642145,93
X4_SB,41.67413,-87.65193,94
X4_SB,41.673938,-87.654162,95
X4_SB,41.673296,-87.656178,96
X4_SB,41.669418,-87.660599,97
X4_SB,41.662204,-87.66901,98
X4_SB,41.656593,-87.67519,99
X4_SB,41.655696,-87.676735,100
X5_NB,41.795312,-88.009758,1
X5_NB,41.795344,-87.993579,2
X5_NB,41.79544,-87.976413,3
X5_NB,41.79565,-87.962493,4
X5_NB,41.795906,-87.958545,5
X5_NB,41.797072,-87.953539,6
X5_NB,41.799088,-87.945385,7
X5_NB,41.802798,-87.928348,8
X5_NB,41.805054,-87.918498,9
X5_NB,41.80894,-87.901182,10
X5_NB,41.814186,-87.878351,11
X5_NB,41.815786,-87.87097,12
X5_NB,41.819016,-87.857623,13
X5_NB,41.82199,-87.843118,14
X5_NB,41.824453,-87.833805,15
X5_NB,41.827139,-87.820072,16
X5_NB,41.831328,-87.801919,17
X5_NB,41.833087,-87.793679,18
X5_NB,41.833666,-87.791113,19
X5_NB,41.835485,-87.78338,20
X5_NB,41.838139,-87.77338,21
X5_NB,41.84084,-87.76572,22
X5_NB,41.842775,-87.757416,23
X5_NB,41.84335,-87.754026,24
X5_NB,41.844118,-87.745571,25
X5_NB,41.857608,-87.685747,26
X5_NB,41.85895,-87.680984,27
X5_NB,41.859573,-87.676585,28
X5_NB,41.859893,-87.673173,29
X5_NB,41.86042,-87.647038,30
X5_NB,41.860589,-87.643665,31
X5_NB,41.860716,-87.639038,32
X5_NB,41.86088,-87.637109,33
X5_NB,41.860896,-87.636708,34
X5_NB,41.86096,-87.636372,35
X5_NB,41.861056,-87.63598,36
X5_NB,41.861351,-87.635594,37
X5_NB,41.861687,-87.635358,38
X5_NB,41.862039,-87.635208,39
X5_NB,41.862382,-87.635133,40
X5_NB,41.866801,-87.635374,41
X5_NB,41.867767,-87.63568,42
X5_NB,41.868454,-87.636291,43
X5_NB,41.86911,-87.636935,44
X5_NB,41.869765,-87.637278,45
X5_NB,41.870612,-87.637493,46
X5_NB,41.87181,-87.637686,47
X5_NB,41.874594,-87.637811,48
X5_NB,41.87731,-87.638304,49
X5_NB,41.879163,-87.638734,50
X5_NB,41.880757,-87.638952,51
X5_NB,41.882255,-87.638977,52
X5_NB,41.883569,-87.638974,53
X5_NB,41.884483,-87.638969,54
X5_NB,41.885761,-87.639012,55
X5_NB,41.886672,-87.639334,56
X5_NB,41.887598,-87.639956,57
X5_NB,41.887998,-87.64075,58
X5_NB,41.887998,-87.647102,59
X5_NB,41.888493,-87.651286,60
X5_NB,41.888413,-87.65708,61
X5_NB,41.888732,-87.663474,62
X5_NB,41.888732,-87.665663,63
X5_NB,41.888477,-87.686691,64
X5_NB,41.888988,-87.68815,65
X5_NB,41.896256,-87.705638,66
X5_NB,41.898022,-87.708429,67
X5_NB,41.898732,-87.709651,68
X5_NB,41.900904,-87.712462,69
X5_NB,41.904689,-87.716432,70
X5_NB,41.908154,-87.719092,71
X5_NB,41.909009,-87.719629,72
X5_NB,41.91213,-87.721388,73
X5_NB,41.912929,-87.721925,74
X5_NB,41.913392,-87.722611,75
X5_NB,41.913567,-87.72347,76
X5_NB,41.913543,-87.730712,77
X5_NB,41.913487,-87.737052,78
X5_NB,41.914446,-87.746086,79
X5_NB,41.916617,-87.764132,80
X5_NB,41.916585,-87.766986,81
X5_NB,41.916394,-87.785869,82
X5_NB,41.916761,-87.787564,83
X5_NB,41.919076,-87.794452,84
X5_NB,41.921662,-87.801704,85
X5_NB,41.923259,-87.806146,86
X5_NB,41.923579,-87.807705,87
X5_NB,41.92476,-87.814794,88
X5_NB,41.925622,-87.817712,89
X5_NB,41.926453,-87.820065,90
X5_NB,41.926771,-87.821188,91
X5_NB,41.930986,-87.83608,92
X5_NB,41.932869,-87.843504,93
X5_NB,41.933061,-87.845242,94
X5_NB,41.933407,-87.84965,95
X5_NB,41.933716,-87.855284,96
X5_NB,41.933971,-87.857087,97
X5_NB,41.93453,-87.858353,98
X5_NB,41.935551,-87.859254,99
X5_NB,41.93769,-87.860026,100
X5_NB,41.954224,-87.865906,101
X5_NB,41.956809,-87.867451,102
X5_NB,41.960368,-87.86979,103
X5_NB,41.962234,-87.870369,104
X5_NB,41.965808,-87.87082,105
X5_NB,41.967914,-87.87127,106
X5_NB,41.976019,-87.873759,107
X5_NB,41.994935,-87.880497,108
X5_SB,41.994935,-87.880497,1
X5_SB,41.976019,-87.873759,2
X5_SB,41.967914,-87.87127,3
X5_SB,41.965808,-87.87082,4
X5_SB,41.962234,-87.870369,5
X5_SB,41.960368,-87.86979,6
X5_SB,41.956809,-87.867451,7
X5_SB,41.954224,-87.865906,8
X5_SB,41.93769,-87.860026,9
X5_SB,41.935551,-87.859254,10
X5_SB,41.93453,-87.858353,11
X5_SB,41.933971,-87.857087,12
X5_SB,41.933716,-87.855284,13
X5_SB,41.933407,-87.84965,14
X5_SB,41.933061,-87.845242,15
X5_SB,41.932869,-87.843504,16
X5_SB,41.930986,-87.83608,17
X5_SB,41.926771,-87.821188,18
X5_SB,41.926453,-87.820065,19
X5_SB,41.925622,-87.817712,20
X5_SB,41.92476,-87.814794,21
X5_SB,41.923579,-87.807705,22
X5_SB,41.923259,-87.806146,23
X5_SB,41.921662,-87.801704,24
X5_SB,41.919076,-87.794452,25
X5_SB,41.916761,-87.787564,26
X5_SB,41.916394,-87.785869,27
X5_SB,41.916585,-87.766986,28
X5_SB,41.916617,-87.764132,29
X5_SB,41.914446,-87.746086,30
X5_SB,41.913487,-87.737052,31
X5_SB,41.913543,-87.730712,32
X5_SB,41.913567,-87.72347,33
X5_SB,41.913392,-87.722611,34
X5_SB,41.912929,-87.721925,35
X5_SB,41.91213,-87.721388,36
X5_SB,41.909009,-87.719629,37
X5_SB,41.908154,-87.719092,38
X5_SB,41.904689,-87.716432,39
X5_SB,41.900904,-87.712462,40
X5_SB,41.898732,-87.709651,41
X5_SB,41.898022,-87.708429,42
X5_SB,41.896256,-87.705638,43
X5_SB,41.888988,-87.68815,44
X5_SB,41.888477,-87.686691,45
X5_SB,41.888732,-87.665663,46
X5_SB,41.888732,-87.663474,47
X5_SB,41.888413,-87.65708,48
X5_SB,41.888493,-87.651286,49
X5_SB,41.887998,-87.647102,50
X5_SB,41.887998,-87.64075,51
X5_SB,41.887598,-87.639956,52
X5_SB,41.886672,-87.639334,53
X5_SB,41.885761,-87.639012,54
X5_SB,41.884483,-87.638969,55
X5_SB,41.883569,-87.638974,56
X5_SB,41.882255,-87.638977,57
X5_SB,41.880757,-87.638952,58
X5_SB,41.879163,-87.638734,59
X5_SB,41.87731,-87.638304,60
X5_SB,41.874594,-87.637811,61
X5_SB,41.87181,-87.637686,62
X5_SB,41.870612,-87.637493,63
X5_SB,41.869765,-87.637278,64
X5_SB,41.86911,-87.636935,65
X5_SB,41.868454,-87.636291,66
X5_SB,41.867767,-87.63568,67
X5_SB,41.866801,-87.635374,68
X5_SB,41.862382,-87.635133,69
X5_SB,41.862039,-87.635208,70
X5_SB,41.861687,-87.635358,71
X5_SB,41.861351,-87.635594,72
X5_SB,41.861056,-87.63598,73
X5_SB,41.86096,-87.636372,74
X5_SB,41.860896,-87.636708,75
X5_SB,41.86088,-87.637109,76
X5_SB,41.860716,-87.639038,77
X5_SB,41.860589,-87.643665,78
X5_SB,41.86042,-87.647038,79
X5_SB,41.859893,-87.673173,80
X5_SB,41.859573,-87.676585,81
X5_SB,41.85895,-87.680984,82
X5_SB,41.857608,-87.685747,83
X5_SB,41.844118,-87.745571,84
X5_SB,41.84335,-87.754026,85
X5_SB,41.842775,-87.757416,86
X5_SB,41.84084,-87.76572,87
X5_SB,41.838139,-87.77338,88
X5_SB,41.835485,-87.78338,89
X5_SB,41.833666,-87.791113,90
X5_SB,41.833087,-87.793679,91
X5_SB,41.831328,-87.801919,92
X5_SB,41.827139,-87.820072,93
X5_SB,41.824453,-87.833805,94
X5_SB,41.82199,-87.843118,95
X5_SB,41.819016,-87.857623,96
X5_SB,41.815786,-87.87097,97
X5_SB,41.814186,-87.878351,98
X5_SB,41.80894,-87.901182,99
X5_SB,41.805054,-87.918498,100
X5_SB,41.802798,-87.928348,101
X5_SB,41.799088,-87.945385,102
X5_SB,41.797072,-87.953539,103
X5_SB,41.795906,-87.958545,104
X5_SB,41.79565,-87.962493,105
X5_SB,41.79544,-87.976413,106
X5_SB,41.795344,-87.993579,107
X5_SB,41.795312,-88.009758,108
X6_NB,41.655696,-87.676735,1
X6_NB,41.657331,-87.675962,2
X6_NB,41.662493,-87.675061,3
X6_NB,41.669995,-87.673645,4
X6_NB,41.676374,-87.672529,5
X6_NB,41.684996,-87.671671,6
X6_NB,41.692783,-87.670598,7
X6_NB,41.698904,-87.669954,8
X6_NB,41.706081,-87.668881,9
X6_NB,41.70999,-87.668388,10
X6_NB,41.712104,-87.667508,11
X6_NB,41.713578,-87.667465,12
X6_NB,41.72133,-87.667251,13
X6_NB,41.727992,-87.667294,14
X6_NB,41.729593,-87.666843,15
X6_NB,41.730906,-87.665749,16
X6_NB,41.731739,-87.664332,17
X6_NB,41.73214,-87.662659,18
X6_NB,41.732252,-87.658925,19
X6_NB,41.732332,-87.650213,20
X6_NB,41.73222,-87.64811,21
X6_NB,41.732572,-87.646887,22
X6_NB,41.733933,-87.645621,23
X6_NB,41.736351,-87.644763,24
X6_NB,41.750814,-87.639446,25
X6_NB,41.779169,-87.628627,26
X6_NB,41.781314,-87.628156,27
X6_NB,41.786989,-87.628267,28
X6_NB,41.827342,-87.629023,29
X6_NB,41.828209,-87.629055,30
X6_NB,41.828852,-87.629216,31
X6_NB,41.829466,-87.629494,32
X6_NB,41.830088,-87.630051,33
X6_NB,41.830659,-87.630822,34
X6_NB,41.831385,-87.632449,35
X6_NB,41.83218,-87.634404,36
X6_NB,41.832687,-87.635244,37
X6_NB,41.833237,-87.63585,38
X6_NB,41.833859,-87.636267,39
X6_NB,41.834542,-87.636394,40
X6_NB,41.844493,-87.636756,41
X6_NB,41.854891,-87.636952,42
X6_NB,41.861962,-87.637035,43
X6_NB,41.863144,-87.637229,44
X6_NB,41.867052,-87.637446,45
X6_NB,41.87223,-87.637747,46
X6_NB,41.874594,-87.637811,47
X6_NB,41.87731,-87.638304,48
X6_NB,41.879163,-87.638734,49
X6_NB,41.880757,-87.638952,50
X6_NB,41.882255,-87.638977,51
X6_NB,41.884483,-87.638969,52
X6_NB,41.885761,-87.639012,53
X6_NB,41.886672,-87.639334,54
X6_NB,41.887598,-87.639956,55
X6_NB,41.887998,-87.64075,56
X6_NB,41.887998,-87.647102,57
X6_NB,41.888493,-87.651286,58
X6_NB,41.888413,-87.65708,59
X6_NB,41.888732,-87.663474,60
X6_NB,41.888477,-87.686691,61
X6_NB,41.888221,-87.706518,62
X6_NB,41.887678,-87.745571,63
X6_NB,41.887071,-87.802176,64
X6_NB,41.886816,-87.823291,65
X6_NB,41.886943,-87.825007,66
X6_NB,41.888381,-87.838612,67
X6_NB,41.89033,-87.855649,68
X6_NB,41.89148,-87.866764,69
X6_NB,41.891256,-87.873759,70
X6_NB,41.891224,-87.881098,71
X6_NB,41.893908,-87.905731,72
X6_NB,41.896048,-87.915301,73
X6_NB,41.897582,-87.922125,74
X6_NB,41.899754,-87.940836,75
X6_SB,41.899754,-87.940836,1
X6_SB,41.897582,-87.922125,2
X6_SB,41.896048,-87.915301,3
X6_SB,41.893908,-87.905731,4
X6_SB,41.891224,-87.881098,5
X6_SB,41.891256,-87.873759,6
X6_SB,41.89148,-87.866764,7
X6_SB,41.89033,-87.855649,8
X6_SB,41.888381,-87.838612,9
X6_SB,41.886943,-87.825007,10
X6_SB,41.886816,-87.823291,11
X6_SB,41.887071,-87.802176,12
X6_SB,41.887678,-87.745571,13
X6_SB,41.888221,-87.706518,14
X6_SB,41.888477,-87.686691,15
X6_SB,41.888732,-87.663474,16
X6_SB,41.888413,-87.65708,17
X6_SB,41.888493,-87.651286,18
X6_SB,41.887998,-87.647102,19
X6_SB,41.887998,-87.64075,20
X6_SB,41.887598,-87.639956,21
X6_SB,41.886672,-87.639334,22
X6_SB,41.885761,-87.639012,23
X6_SB,41.884483,-87.638969,24
X6_SB,41.882255,-87.638977,25
X6_SB,41.880757,-87.638952,26
X6_SB,41.879163,-87.638734,27
X6_SB,41.87731,-87.638304,28
X6_SB,41.874594,-87.637811,29
X6_SB,41.87223,-87.637747,30
X6_SB,41.867052,-87.637446,31
X6_SB,41.863144,-87.637229,32
X6_SB,41.861962,-87.637035,33
X6_SB,41.854891,-87.636952,34
X6_SB,41.844493,-87.636756,35
X6_SB,41.834542,-87.636394,36
X6_SB,41.833859,-87.636267,37
X6_SB,41.833237,-87.63585,38
X6_SB,41.832687,-87.635244,39
X6_SB,41.83218,-87.634404,40
X6_SB,41.831385,-87.632449,41
X6_SB,41.830659,-87.630822,42
X6_SB,41.830088,-87.630051,43
X6_SB,41.829466,-87.629494,44
X6_SB,41.828852,-87.629216,45
X6_SB,41.828209,-87.629055,46
X6_SB,41.827342,-87.629023,47
X6_SB,41.786989,-87.628267,48
X6_SB,41.781314,-87.628156,49
X6_SB,41.779169,-87.628627,50
X6_SB,41.750814,-87.639446,51
X6_SB,41.736351,-87.644763,52
X6_SB,41.733933,-87.645621,53
X6_SB,41.732572,-87.646887,54
X6_SB,41.73222,-87.64811,55
X6_SB,41.732332,-87.650213,56
X6_SB,41.732252,-87.658925,57
X6_SB,41.73214,-87.662659,58
X6_SB,41.731739,-87.664332,59
X6_SB,41.730906,-87.665749,60
X6_SB,41.729593,-87.666843,61
X6_SB,41.727992,-87.667294,62
X6_SB,41.72133,-87.667251,63
X6_SB,41.713578,-87.667465,64
X6_SB,41.712104,-87.667508,65
X6_SB,41.70999,-87.668388,66
X6_SB,41.706081,-87.668881,67
X6_SB,41.698904,-87.669954,68
X6_SB,41.692783,-87.670598,69
X6_SB,41.684996,-87.671671,70
X6_SB,41.676374,-87.672529,71
X6_SB,41.669995,-87.673645,72
X6_SB,41.662493,-87.675061,73
X6_SB,41.657331,-87.675962,74
X6_SB,41.655696,-87.676735,75
